0.000000000000000000e+00,1.624326825141906738e+00
2.083333333333333304e-03,1.624325871467590332e+00
4.166666666666666609e-03,1.624325156211853027e+00
6.250000000000000347e-03,1.624324560165405273e+00
8.333333333333333218e-03,1.624324321746826172e+00
1.041666666666666609e-02,1.624324202537536621e+00
1.250000000000000069e-02,1.624324321746826172e+00
1.458333333333333356e-02,1.624324679374694824e+00
1.666666666666666644e-02,1.624325275421142578e+00
1.874999999999999931e-02,1.624326229095458984e+00
2.083333333333333218e-02,1.624327421188354492e+00
2.291666666666666505e-02,1.624328851699829102e+00
2.500000000000000139e-02,1.624330639839172363e+00
2.708333333333333426e-02,1.624332666397094727e+00
2.916666666666666713e-02,1.624335169792175293e+00
3.125000000000000000e-02,1.624337792396545410e+00
3.333333333333333287e-02,1.624340891838073730e+00
3.541666666666666574e-02,1.624344229698181152e+00
3.749999999999999861e-02,1.624347805976867676e+00
3.958333333333333148e-02,1.624351859092712402e+00
4.166666666666666435e-02,1.624356150627136230e+00
4.374999999999999722e-02,1.624360680580139160e+00
4.583333333333333010e-02,1.624365568161010742e+00
4.791666666666666297e-02,1.624370694160461426e+00
5.000000000000000278e-02,1.624376177787780762e+00
5.208333333333333565e-02,1.624381899833679199e+00
5.416666666666666852e-02,1.624387979507446289e+00
5.625000000000000139e-02,1.624394178390502930e+00
5.833333333333333426e-02,1.624400734901428223e+00
6.041666666666666713e-02,1.624407410621643066e+00
6.250000000000000000e-02,1.624414443969726562e+00
6.458333333333332593e-02,1.624421596527099609e+00
6.666666666666666574e-02,1.624428868293762207e+00
6.875000000000000555e-02,1.624436497688293457e+00
7.083333333333333148e-02,1.624444127082824707e+00
7.291666666666667129e-02,1.624451994895935059e+00
7.499999999999999722e-02,1.624459981918334961e+00
7.708333333333333703e-02,1.624468088150024414e+00
7.916666666666666297e-02,1.624476313591003418e+00
8.125000000000000278e-02,1.624484539031982422e+00
8.333333333333332871e-02,1.624493002891540527e+00
8.541666666666666852e-02,1.624501347541809082e+00
8.749999999999999445e-02,1.624509811401367188e+00
8.958333333333333426e-02,1.624518394470214844e+00
9.166666666666666019e-02,1.624526858329772949e+00
9.375000000000000000e-02,1.624535441398620605e+00
9.583333333333332593e-02,1.624543905258178711e+00
9.791666666666666574e-02,1.624552369117736816e+00
1.000000000000000056e-01,1.624560832977294922e+00
1.020833333333333315e-01,1.624569296836853027e+00
1.041666666666666713e-01,1.624577641487121582e+00
1.062499999999999972e-01,1.624585866928100586e+00
1.083333333333333370e-01,1.624594092369079590e+00
