0.000000000000000000e+00,4.259588968125171959e-05
2.083333333333333304e-03,4.413017813931219280e-05
4.166666666666666609e-03,4.568643271340988576e-05
6.250000000000000347e-03,4.726435508928261697e-05
8.333333333333333218e-03,4.886401075054891407e-05
1.041666666666666609e-02,5.048579259891994298e-05
1.250000000000000069e-02,5.213035183260217309e-05
1.458333333333333356e-02,5.379839421948418021e-05
1.666666666666666644e-02,5.549031266127713025e-05
1.874999999999999931e-02,5.720615808968432248e-05
2.083333333333333218e-02,5.894586138310842216e-05
2.291666666666666505e-02,6.070944436942227185e-05
2.500000000000000139e-02,6.249725265661254525e-05
2.708333333333333426e-02,6.431019573938101530e-05
2.916666666666666713e-02,6.614984158659353852e-05
3.125000000000000000e-02,6.801844574511051178e-05
3.333333333333333287e-02,6.991880218265578151e-05
3.541666666666666574e-02,7.185411232057958841e-05
3.749999999999999861e-02,7.382810872513800859e-05
3.958333333333333148e-02,7.584466948173940182e-05
4.166666666666666435e-02,7.790796371409669518e-05
4.374999999999999722e-02,8.002250979188829660e-05
4.583333333333333010e-02,8.219320443458855152e-05
4.791666666666666297e-02,8.442529360763728619e-05
5.000000000000000278e-02,8.672434341860935092e-05
5.208333333333333565e-02,8.909610914997756481e-05
5.416666666666666852e-02,9.154645522357895970e-05
5.625000000000000139e-02,9.408126061316579580e-05
5.833333333333333426e-02,9.670643339632079005e-05
6.041666666666666713e-02,9.942796168616041541e-05
6.250000000000000000e-02,1.022519572870805860e-04
6.458333333333332593e-02,1.051847066264599562e-04
6.666666666666666574e-02,1.082326634787023067e-04
6.875000000000000555e-02,1.114023980335332453e-04
7.083333333333333148e-02,1.147004950325936079e-04
7.291666666666667129e-02,1.181334373541176319e-04
7.499999999999999722e-02,1.217075550812296569e-04
7.708333333333333703e-02,1.254290109500288963e-04
7.916666666666666297e-02,1.293038076255470514e-04
8.125000000000000278e-02,1.333378022536635399e-04
8.333333333333332871e-02,1.375366409774869680e-04
8.541666666666666852e-02,1.419058535248041153e-04
8.749999999999999445e-02,1.464507222408428788e-04
8.958333333333333426e-02,1.511762966401875019e-04
9.166666666666666019e-02,1.560873351991176605e-04
9.375000000000000000e-02,1.611882762517780066e-04
9.583333333333332593e-02,1.664830924710258842e-04
9.791666666666666574e-02,1.719753199722617865e-04
1.000000000000000056e-01,1.776679564500227571e-04
1.020833333333333315e-01,1.835636212490499020e-04
1.041666666666666713e-01,1.896646426757797599e-04
