x,y,z,h
1.9733738,0,3.325263,False
1.9733738,0,3.3246768,True
1.9733738,0,3.323212,True
1.9733738,0,3.3208685,True
1.9733738,0,3.3176472,True
1.9733738,0,3.313592,True
1.9733738,0,3.308834,True
1.9733725,0,3.3035374,True
1.9733646,0,3.2978585,True
1.9733385,0,3.2919328,True
1.9732747,0,3.2858772,True
1.9731445,0,3.2797937,True
1.9729089,0,3.2737722,True
1.9725171,0,3.2678914,True
1.9719069,0,3.262219,True
1.9710032,0,3.2568128,True
1.969718,0,3.2517188,True
1.9679501,0,3.2469711,True
1.9655862,0,3.2425895,True
1.9625016,0,3.2385762,True
1.9585652,0,3.2349153,True
1.9536538,0,3.231568,True
1.9476666,0,3.228476,True
1.9405246,0,3.22557,True
1.9321661,0,3.2227771,True
1.9225427,0,3.2200224,True
1.9116172,0,3.2172341,True
1.8993665,0,3.2143428,True
1.8857806,0,3.2112863,True
1.8708576,0,3.208011,True
1.8546032,0,3.2044728,True
1.8370279,0,3.2006385,True
1.8181454,0,3.1964855,True
1.797973,0,3.192002,True
1.7765281,0,3.1871886,True
1.7538288,0,3.1820579,True
1.7298948,0,3.1766338,True
1.7047464,0,3.170954,True
1.6784059,0,3.1650677,True
1.6509011,0,3.1590352,True
1.6222655,0,3.1529284,True
1.5925417,0,3.146827,True
1.5617828,0,3.1408143,True
1.5300478,0,3.1349654,True
1.4973997,0,3.1293464,True
1.4639099,0,3.1240196,True
1.4296534,0,3.1190374,True
1.3947057,0,3.1144416,True
1.3591464,0,3.110268,True
1.3230567,0,3.1065433,True
1.2865136,0,3.1032836,True
1.2495948,0,3.100504,True
1.2123773,0,3.0982125,True
1.1749306,0,3.0964122,True
1.137323,0,3.0951068,True
1.0996214,0,3.0942986,True
1.0618845,0,3.0939837,True
1.0241685,0,3.0941641,True
0.98652875,0,3.0948331,True
0.9490115,0,3.0959768,True
0.9116603,0,3.0975854,True
0.874518,0,3.099651,True
0.83761704,0,3.1021519,True
0.8009845,0,3.1050406,True
0.7646501,0,3.1082523,True
0.7286422,0,3.1117158,True
0.69298625,0,3.1153703,True
0.657711,0,3.1191628,True
0.62284523,0,3.1230392,True
0.58841497,0,3.1269531,True
0.5544473,0,3.130857,True
0.5209718,0,3.13471,True
0.48801705,0,3.1384807,True
0.45561266,0,3.1421437,True
0.42379016,0,3.1456795,True
0.39257923,0,3.1490707,True
0.36200827,0,3.1523056,True
0.33210588,0,3.1553738,True
0.30289802,0,3.1582673,True
0.274406,0,3.1609776,True
0.2466468,0,3.163493,True
0.21963418,0,3.165799,True
0.1933775,0,3.1678822,True
0.16788514,0,3.169733,True
0.14316435,0,3.1713448,True
0.11921895,0,3.1727135,True
0.096050404,0,3.1738396,True
0.07365783,0,3.174726,True
0.052037872,0,3.1753788,True
0.03118395,0,3.175807,True
0.011087094,0,3.1760218,True
-0.008263357,0,3.1760373,True
-0.026881145,0,3.175868,True
-0.044782333,0,3.1755302,True
-0.061985355,0,3.17504,True
-0.07851183,0,3.1744118,True
-0.09438522,0,3.1736608,True
-0.10963031,0,3.172802,True
-0.124273725,0,3.17185,True
-0.13834366,0,3.1708198,True
-0.15186931,0,3.1697252,True
-0.16488115,0,3.1685793,True
-0.17741092,0,3.167396,True
-0.18948938,0,3.1661844,True
-0.20114423,0,3.1649501,True
-0.21240298,0,3.1636977,True
-0.22329251,0,3.1624305,True
-0.2338361,0,3.1611485,True
