x,y,z,h
1.4406269,0,4.3872976,False
1.4406269,0,4.3867116,True
1.4406269,0,4.3852463,True
1.4406269,0,4.382903,True
1.4406269,0,4.379682,True
1.4406269,0,4.3755836,True
1.4406269,0,4.370609,True
1.4406269,0,4.3647585,True
1.4406269,0,4.3580337,True
1.4406269,0,4.350435,True
1.4406269,0,4.341963,True
1.4406269,0,4.332619,True
1.4406269,0,4.3224044,True
1.4406269,0,4.3113203,True
1.4406269,0,4.2993674,True
1.4406269,0,4.2865477,True
1.4406269,0,4.2728615,True
1.4406269,0,4.2583113,True
1.4406269,0,4.2428975,True
1.4406269,0,4.226622,True
1.4406269,0,4.209487,True
1.4406269,0,4.1914964,True
1.4406269,0,4.1727757,True
1.4406259,0,4.153526,True
1.4406196,0,4.133942,True
1.4405973,0,4.1141915,True
1.4405394,0,4.094416,True
1.4404156,0,4.074734,True
1.4401845,0,4.0552435,True
1.4397926,0,4.0360265,True
1.4391738,0,4.017152,True
1.438248,0,3.9986773,True
1.4369226,0,3.9806447,True
1.4350911,0,3.9630823,True
1.4326354,0,3.9460034,True
1.4294375,0,3.9293988,True
1.4253957,0,3.9132423,True
1.4204261,0,3.8974967,True
1.4144632,0,3.8821168,True
1.4074572,0,3.8670535,True
1.3993672,0,3.85226,True
1.3901623,0,3.8376892,True
1.379824,0,3.8232987,True
1.3683423,0,3.809053,True
1.3557144,0,3.7949207,True
1.3419439,0,3.78088,True
1.3270425,0,3.7669153,True
1.3110257,0,3.7530196,True
1.2939122,0,3.739193,True
1.2757274,0,3.725441,True
1.2564987,0,3.7117758,True
1.2362564,0,3.6982129,True
1.2150358,0,3.684771,True
1.1928746,0,3.671472,True
1.1698105,0,3.6583395,True
1.1458839,0,3.6454024,True
1.1211393,0,3.6326854,True
1.0956225,0,3.6202095,True
1.0693797,0,3.608,True
1.0424596,0,3.5960798,True
1.0149097,0,3.5844676,True
0.9867788,0,3.5731843,True
0.9581163,0,3.5622456,True
0.9289703,0,3.551664,True
0.89938563,0,3.5414634,True
0.86941034,0,3.5316687,True
0.8390967,0,3.5222976,True
0.80849826,0,3.5133607,True
0.77767074,0,3.5048654,True
0.74667245,0,3.496807,True
0.71556157,0,3.489159,True
0.684397,0,3.48189,True
0.65323734,0,3.4749732,True
0.6221375,0,3.4683754,True
0.5911516,0,3.4620652,True
0.56033415,0,3.4560163,True
0.52973574,0,3.4502041,True
0.49940482,0,3.444602,True
0.4693898,0,3.4391825,True
0.4397363,0,3.4339209,True
0.41048747,0,3.4287949,True
0.38168642,0,3.4237847,True
0.35337335,0,3.4188714,True
0.3255851,0,3.4140377,True
0.29835707,0,3.4092667,True
0.27172074,0,3.4045398,True
0.24570332,0,3.39984,True
0.22032969,0,3.395154,True
0.19562088,0,3.3904684,True
0.1715925,0,3.385771,True
0.14825703,0,3.3810508,True
0.12562364,0,3.3762996,True
0.103696354,0,3.3715107,True
0.0824763,0,3.3666806,True
0.061960734,0,3.361806,True
0.04214269,0,3.356885,True
0.023013549,0,3.35192,True
0.004562826,0,3.346915,True
-0.013223242,0,3.3418763,True
-0.030360691,0,3.3368118,True
-0.046867322,0,3.3317304,True
-0.062763385,0,3.3266423,True
-0.078070335,0,3.3215609,True
-0.09280934,0,3.3164978,True
-0.106999986,0,3.3114622,True
-0.12066363,0,3.3064625,True
-0.13382207,0,3.3015049,True
-0.14649485,0,3.2965934,True
-0.1587025,0,3.2917316,True
-0.17046584,0,3.2869225,True
-0.18180345,0,3.2821677,True
-0.19273382,0,3.2774692,True
-0.20327587,0,3.2728293,True
-0.21344674,0,3.2682495,True
-0.22326267,0,3.2637308,True
-0.23274037,0,3.2592752,True
-0.24189535,0,3.2548828,True
-0.25074178,0,3.2505546,True
-0.25929427,0,3.246291,True
-0.26756656,0,3.242092,True
-0.275571,0,3.2379577,True
-0.2833201,0,3.2338881,True
-0.2908259,0,3.229883,True
-0.298099,0,3.225942,True
-0.30515006,0,3.2220643,True
-0.31198943,0,3.21825,True
-0.3186262,0,3.214498,True
-0.32506916,0,3.210808,True
-0.3313271,0,3.2071793,True
-0.33740783,0,3.203611,True
-0.34331852,0,3.200102,True
-0.3490665,0,3.1966522,True
-0.35465825,0,3.1932602,True
-0.36009967,0,3.1899257,True
-0.3653967,0,3.1866481,True
-0.37055483,0,3.1834266,True
-0.37557888,0,3.1802607,True
-0.38047367,0,3.1771495,True
-0.3852438,0,3.1740925,True
-0.3898932,0,3.1710894,True
-0.39442575,0,3.1681392,True
-0.39884523,0,3.1652412,True
-0.4031548,0,3.162395,True
-0.40735754,0,3.1595998,True
-0.4114565,0,3.156855,True
-0.4154542,0,3.1541612,True
-0.41935304,0,3.151518,True
-0.4231554,0,3.1489263,True
-0.42686352,0,3.146385,True
-0.4304793,0,3.1438944,True
-0.43400472,0,3.1414542,True
-0.4374418,0,3.139064,True
-0.44079208,0,3.1367233,True
-0.44405732,0,3.1344316,True
-0.44723922,0,3.1321883,True
-0.45033923,0,3.1299927,True
-0.45335877,0,3.1278446,True
-0.4562994,0,3.1257427,True
-0.45916238,0,3.1236868,True
-0.46194905,0,3.121676,True
-0.4646607,0,3.1197097,True
-0.4672986,0,3.1177871,True
-0.46986392,0,3.1159072,True
-0.4723579,0,3.1140697,True
-0.47478178,0,3.1122737,True
-0.47713664,0,3.1105185,True
-0.4794237,0,3.108803,True
-0.48164415,0,3.107127,True
-0.4837991,0,3.1054895,True
-0.4858897,0,3.10389,True
-0.48791718,0,3.1023278,True
-0.48988262,0,3.1008027,True
-0.49178725,0,3.099314,True
-0.49363238,0,3.0978615,True
-0.4954191,0,3.0964444,True
-0.49714878,0,3.095062,True
-0.4988227,0,3.093714,True
-0.500442,0,3.0923991,True
-0.5020082,0,3.0911171,True
-0.50352246,0,3.0898674,True
-0.5049861,0,3.0886488,True
-0.5064005,0,3.087461,True
-0.50776696,0,3.0863032,True
-0.5090867,0,3.0851748,True
-0.51036125,0,3.084075,True
-0.51159173,0,3.083003,True
-0.5127796,0,3.0819585,True
-0.51392597,0,3.0809407,True
-0.5150323,0,3.079949,True
-0.5160998,0,3.0789824,True
-0.5171298,0,3.0780406,True
-0.5181234,0,3.077123,True
-0.5190819,0,3.0762289,True
-0.5200065,0,3.0753577,True
-0.52089834,0,3.074509,True
-0.5217587,0,3.073682,True
