x,y,z,h
1.6196839,0,4.1732965,False
1.6196839,0,4.1727104,True
1.6196839,0,4.171245,True
1.6196839,0,4.168902,True
1.6196839,0,4.165681,True
1.6196839,0,4.1615825,True
1.6196839,0,4.1566076,True
1.6196839,0,4.1507573,True
1.6196839,0,4.1440325,True
1.6196839,0,4.1364336,True
1.6196839,0,4.1279616,True
1.6196839,0,4.118618,True
1.6196839,0,4.108403,True
1.6196839,0,4.097319,True
1.6196839,0,4.0853662,True
1.6196839,0,4.0725465,True
1.6196839,0,4.0588603,True
1.6196839,0,4.04431,True
1.6196839,0,4.0289655,True
1.6196835,0,4.012992,True
1.6196805,0,3.9965904,True
1.6196672,0,3.979938,True
1.6196277,0,3.9631882,True
1.6195371,0,3.9464717,True
1.6193593,0,3.9299006,True
1.6190462,0,3.9135723,True
1.6185367,0,3.8975708,True
1.6177565,0,3.8819644,True
1.6166172,0,3.8668077,True
1.6150163,0,3.852142,True
1.6128385,0,3.8379915,True
1.6099563,0,3.8243606,True
1.6062434,0,3.8112323,True
1.6015933,0,3.7985666,True
1.5959212,0,3.7863083,True
1.5891545,0,3.7743986,True
1.5812316,0,3.7627716,True
1.5721073,0,3.751362,True
1.5617489,0,3.740108,True
1.5501337,0,3.7289498,True
1.5372502,0,3.7178347,True
1.5230978,0,3.706717,True
1.5076846,0,3.69556,True
1.4910234,0,3.6843383,True
1.4731334,0,3.6730368,True
1.4540384,0,3.6616502,True
1.4337653,0,3.6501856,True
1.412345,0,3.6386573,True
1.38981,0,3.6270885,True
1.3661956,0,3.615508,True
1.3415409,0,3.6039493,True
1.3158873,0,3.5924487,True
1.289279,0,3.5810444,True
1.261764,0,3.5697746,True
1.2333922,0,3.5586774,True
1.2042164,0,3.5477877,True
1.1742916,0,3.5371394,True
1.1436753,0,3.5267603,True
1.1124247,0,3.5166771,True
1.080597,0,3.5069177,True
1.0482497,0,3.4975038,True
1.0154411,0,3.4884481,True
0.9822295,0,3.4797602,True
0.9486711,0,3.4714453,True
0.9148198,0,3.4635074,True
0.88072604,0,3.45596,True
0.8464406,0,3.4488163,True
0.8120182,0,3.4420822,True
0.77751505,0,3.4357579,True
0.7429866,0,3.4298294,True
0.70848995,0,3.4242654,True
0.67408174,0,3.4190316,True
0.6398163,0,3.4140952,True
0.6057472,0,3.4094203,True
0.57192725,0,3.4049718,True
0.5384073,0,3.4007204,True
0.5052375,0,3.3966417,True
0.47246736,0,3.392714,True
0.44014287,0,3.3889124,True
0.4083079,0,3.3852108,True
0.37700588,0,3.3815851,True
0.34627786,0,3.3780131,True
0.31616244,0,3.3744752,True
0.28669652,0,3.3709514,True
0.2579135,0,3.3674228,True
0.22984268,0,3.3638713,True
0.20251,0,3.3602808,True
0.17593727,0,3.3566363,True
0.1501416,0,3.3529236,True
0.12513636,0,3.3491316,True
0.100930974,0,3.3452508,True
0.0775303,0,3.3412752,True
0.0549359,0,3.3372018,True
0.033145495,0,3.33303,True
