x,y,z,h
1.9733655,0,3.3253129,False
1.9733655,0,3.3247266,True
1.9733655,0,3.3232617,True
1.9733655,0,3.3209183,True
1.9733655,0,3.317697,True
1.9733655,0,3.3136415,True
1.9733655,0,3.3088837,True
1.9733642,0,3.3035867,True
1.9733564,0,3.2979076,True
1.9733303,0,3.2919817,True
1.9732666,0,3.2859256,True
1.9731364,0,3.279842,True
1.9729007,0,3.2738202,True
1.9725091,0,3.267939,True
1.9718993,0,3.2622662,True
1.9709958,0,3.2568593,True
1.9697108,0,3.2517648,True
1.9679435,0,3.2470164,True
1.9655802,0,3.2426338,True
1.9624965,0,3.23862,True
1.9585608,0,3.2349584,True
1.9536505,0,3.2316105,True
1.9476641,0,3.228518,True
1.9405229,0,3.2256114,True
1.9321651,0,3.2228181,True
1.9225425,0,3.2200634,True
1.9116175,0,3.2172747,True
1.8993675,0,3.2143834,True
1.885782,0,3.2113266,True
1.870859,0,3.2080512,True
1.8546047,0,3.2045128,True
1.8370292,0,3.2006783,True
1.8181463,0,3.196525,True
1.7979733,0,3.1920412,True
1.7765275,0,3.187227,True
1.7538271,0,3.1820955,True
1.7298919,0,3.1766708,True
1.7047421,0,3.1709898,True
1.6784,0,3.1651022,True
1.6508934,0,3.1590686,True
1.6222556,0,3.1529603,True
1.5925295,0,3.1468575,True
1.5617679,0,3.1408436,True
1.5300299,0,3.1349938,True
1.4973787,0,3.1293736,True
1.4638854,0,3.124046,True
1.4296254,0,3.1190636,True
1.394674,0,3.1144674,True
1.3591107,0,3.110294,True
1.3230171,0,3.1065698,True
1.2864699,0,3.1033108,True
1.2495471,0,3.100532,True
1.2123253,0,3.098242,True
1.1748745,0,3.0964434,True
1.1372628,0,3.0951405,True
1.0995572,0,3.0943344,True
1.0618163,0,3.094022,True
1.0240964,0,3.0942059,True
0.9864529,0,3.0948782,True
0.94893193,0,3.096026,True
0.9115772,0,3.0976386,True
0.87443143,0,3.0997086,True
0.8375272,0,3.1022134,True
0.80089146,0,3.1051066,True
0.764554,0,3.1083226,True
0.72854334,0,3.111791,True
0.6928847,0,3.11545,True
0.657607,0,3.119247,True
0.622739,0,3.1231277,True
0.5883067,0,3.1270456,True
0.55433726,0,3.1309533,True
0.5208603,0,3.1348102,True
0.48790452,0,3.1385844,True
0.45549938,0,3.1422513,True
0.42367652,0,3.1457903,True
0.39246562,0,3.1491852,True
0.3618951,0,3.1524231,True
0.33199355,0,3.1554947,True
0.30278698,0,3.158391,True
0.27429658,0,3.1611042,True
0.24653947,0,3.1636221,True
0.21952932,0,3.1659305,True
0.19327548,0,3.1680155,True
0.1677864,0,3.169868,True
0.14306933,0,3.1714811,True
0.11912808,0,3.1728508,True
0.095964104,0,3.1739776,True
0.073576495,0,3.1748645,True
0.051961925,0,3.1755178,True
0.031113788,0,3.175946,True
0.01102309,0,3.1761608,True
-0.008320816,0,3.1761758,True
-0.026931712,0,3.176006,True
-0.044825677,0,3.175668,True
-0.0620212,0,3.1751769,True
-0.07853993,0,3.174548,True
-0.094405346,0,3.173796,True
-0.10964225,0,3.172936,True
-0.12427729,0,3.1719832,True
-0.1383387,0,3.1709518,True
-0.15185568,0,3.1698563,True
-0.16485877,0,3.1687095,True
-0.1773797,0,3.1675253,True
-0.18944931,0,3.1663127,True
-0.20109528,0,3.1650772,True
-0.21234518,0,3.163824,True
-0.22322589,0,3.162556,True
-0.23376071,0,3.1612732,True
-0.24397184,0,3.1599758,True
-0.25388116,0,3.1586633,True
-0.26350754,0,3.157335,True
-0.27286768,0,3.1559896,True
-0.28197807,0,3.154627,True
-0.2908533,0,3.153247,True
-0.29950544,0,3.1518488,True
-0.30794618,0,3.1504326,True
-0.31618622,0,3.148999,True
-0.32423416,0,3.1475477,True
-0.33209768,0,3.1460795,True
-0.33978418,0,3.1445956,True
-0.3472994,0,3.1430962,True
-0.35464817,0,3.1415825,True
-0.3618351,0,3.1400557,True
-0.36886382,0,3.1385162,True
-0.375737,0,3.1369658,True
-0.3824572,0,3.135405,True
-0.3890265,0,3.1338353,True
-0.39544612,0,3.1322572,True
-0.4017172,0,3.1306722,True
-0.40784076,0,3.129081,True
-0.4138172,0,3.1274858,True
-0.4196468,0,3.125888,True
-0.42533007,0,3.1242902,True
-0.43086722,0,3.1226933,True
-0.4362584,0,3.1210985,True
-0.44150403,0,3.119507,True
-0.44660452,0,3.11792,True
-0.45156005,0,3.1163375,True
-0.45637128,0,3.1147609,True
-0.46103886,0,3.113191,True
-0.46556336,0,3.1116278,True
-0.4699457,0,3.1100726,True
-0.47418696,0,3.1085258,True
-0.47828823,0,3.1069882,True
-0.4822508,0,3.1054604,True
-0.4860763,0,3.1039433,True
-0.48976627,0,3.1024375,True
-0.49332252,0,3.1009438,True
-0.49674708,0,3.0994635,True
-0.5000421,0,3.097998,True
-0.5032099,0,3.0965478,True
-0.506253,0,3.0951145,True
-0.5091741,0,3.0936992,True
-0.5119761,0,3.0923026,True
-0.514662,0,3.0909257,True
-0.517235,0,3.089569,True
-0.5196981,0,3.088234,True
-0.5220548,0,3.0869207,True
-0.52430844,0,3.0856304,True
-0.52646255,0,3.0843632,True
-0.52852064,0,3.0831199,True
-0.53048635,0,3.0819008,True
-0.5323631,0,3.0807066,True
-0.5341546,0,3.0795374,True
-0.5358645,0,3.0783937,True
-0.5374962,0,3.0772753,True
-0.5390535,0,3.0761828,True
-0.5405397,0,3.075116,True
-0.5419584,0,3.074075,True
-0.5433129,0,3.0730598,True
-0.54460657,0,3.0720704,True
-0.54584265,0,3.0711067,True
-0.54702425,0,3.0701683,True
-0.54815453,0,3.0692554,True
-0.54923636,0,3.068367,True
-0.5502726,0,3.0675035,True
-0.55126595,0,3.0666637,True
-0.5522191,0,3.0658479,True
-0.55313444,0,3.0650554,True
-0.5540144,0,3.0642853,True
-0.5548611,0,3.0635376,True
-0.55567676,0,3.0628111,True
-0.5564632,0,3.0621061,True
-0.55722237,0,3.0614212,True
-0.55795586,0,3.0607564,True
-0.5586653,0,3.0601108,True
-0.55935204,0,3.0594838,True
-0.5600175,0,3.058875,True
-0.5606628,0,3.0582838,True
-0.56128913,0,3.0577097,True
-0.56189734,0,3.057152,True
-0.5624884,0,3.05661,True
-0.563063,0,3.0560837,True
-0.5636219,0,3.055572,True
-0.5641656,0,3.0550747,True
-0.56469464,0,3.0545912,True
-0.56520945,0,3.054121,True
-0.56571037,0,3.0536637,True
-0.56619775,0,3.053219,True
-0.5666717,0,3.052786,True
