drone_x,drone_y,drone_z
1.6979042358398413,-0.008488946056365968,2.797704150390622
1.6976000211515294,-0.008509886647424263,2.7983492617414636
1.696690796379981,-0.008572782635072333,2.8002734627720662
1.6951816904652757,-0.008677745341019961,2.803460053949549
1.6930778323474935,-0.008824886086976937,2.8078923357410286
1.6903843509667142,-0.009014316194653036,2.8135536086136237
1.6871038378823136,-0.009246455180730615,2.820430880888397
1.6832279482173877,-0.009523050921752773,2.8285271422124807
1.6787473439377703,-0.009846179446789538,2.837844238109107
1.6736625366910618,-0.010217767198269397,2.8483565291340955
1.6679771301093471,-0.010639694441211368,2.8600297380956965
1.6616878612366204,-0.011114755316753334,2.872838640554138
1.6547716206952816,-0.011648384958345186,2.8867841817989386
1.6472006393085123,-0.012247021340750928,2.901868680723495
1.638943008733666,-0.012919052313052511,2.9180824757844097
1.6299570056116197,-0.013675291345084247,2.935414911087313
1.6201839596501733,-0.014530415944784113,2.9538576629877875
1.6095430365357195,-0.015504474670456656,2.9734015282939126
1.5979231339358555,-0.016624926040561958,2.994035202849462
1.585164968638983,-0.01793046566451406,3.0157510283692663
1.5711462207890734,-0.019464007809661534,3.038379137523331
1.5558692800548675,-0.02126074252220124,3.0614752596243955
1.539367077451247,-0.023352149707970584,3.08455119004083
1.5216684552722242,-0.02576353574225019,3.107208518729569
1.5028091847237235,-0.028506326437228776,3.1292015309224634
1.482882915031008,-0.03156586604130225,3.1504368305410484
1.4618408747781113,-0.03493459771754417,3.1711562866078493
1.4396809325894797,-0.03858887364175027,3.191662162321531
1.4170239010194494,-0.04239656889791154,3.2117499177685462
1.3947963204299374,-0.04618021722931147,3.2307916186470607
1.3729761699185237,-0.04993846372728253,3.2487175166125133
1.3514225205525678,-0.05369371852676835,3.2655585264725415
1.3300996304892483,-0.05745152992693892,3.2812663915798703
1.3089939474764722,-0.06121431899348143,3.295782826712139
1.2880490288336204,-0.064992777899528,3.309075774550284
1.267115709296987,-0.06881554599527553,3.3211502302056015
1.245900888467252,-0.07273992025945449,3.3320355103967154
1.2239661323140194,-0.07685391658829273,3.3417321081791007
1.2012892362533427,-0.08116399588289679,3.350160213189389
