drone_x,drone_y,drone_z
1.5669515380859376,0.06899760818481446,2.0008072509765626
1.5702311721169577,0.06928591016786854,2.0057137437826356
1.57833235665715,0.06997660124328546,2.0216182846125013
1.587451657885396,0.0707059170250996,2.0490483887398554
1.5953027051433462,0.07126775459226534,2.088295593027841
1.6008524765833139,0.07158594839034685,2.1396744471364344
1.6036165965215674,0.07164747597084563,2.2033569883339195
1.6033879416675358,0.07147832775133531,2.2794015931602574
1.6001303647809686,0.07113768943457367,2.367728240019749
1.5939430432197852,0.07072258084451631,2.4682217113951266
1.5851036487251868,0.0703865198597489,2.5802044188492164
1.5746795952003163,0.07036160508686023,2.6970741905396385
1.5646671200943074,0.07084734815325727,2.8055023184814987
1.5561797805750985,0.07194747790048167,2.9018610423298052
1.5498213707287567,0.07376330984215988,2.9861564015554585
1.5461795513052068,0.07645441496353152,3.05850444186772
1.5458122203710392,0.0802125812359884,3.118748868011021
1.5483377872895394,0.08488289250728141,3.1666481098008785
1.5529573073790586,0.09016325235631086,3.202198340485398
1.55864118125859,0.09566484610809244,3.2253933656227223
1.5640140396896616,0.10086907385075453,3.2362227530005354
1.5672135383869226,0.10509459809394905,3.234688507018378
1.5670334722214783,0.10842456559027357,3.220930454429298
1.5636284747770575,0.11184947056519653,3.199643835511795
1.5597930782092961,0.11617192807957576,3.185760879548705
1.5572135623126604,0.12206325432991764,3.1841529308555976
1.5553038669548929,0.12976093644002018,3.194889526056659
1.5522374215262826,0.1353717523389986,3.2173192360833576
1.5459270814868518,0.13094295662081712,3.2408281481737427
1.5358392906098137,0.11426223292580932,3.2554055770008863
1.5195562477479772,0.08574586194448373,3.262785882649783
1.4926999310653917,0.04813551738967977,3.2662011777697004
1.455688061376764,0.013195340441518408,3.2690827078999494
1.412494938854918,-0.010137917619481894,3.2747059430182675
1.3720854008727004,-0.022621157959505866,3.282509677084882
1.34295755311474,-0.02897538410597962,3.2901839375900144
1.3259832484665475,-0.032330601922040056,3.2970619030383252
1.3213424866694523,-0.034175708374786264,3.3028577359011355
1.3290729835946422,-0.035353600137812226,3.3074209891064132
1.3491730912176638,-0.03639537050492102,3.3106518143977643
1.3814742351574043,-0.03763481807637117,3.312524191913343
1.4250452264383973,-0.03901342552085742,3.3132699023721903
1.4712410798415854,-0.03999988967204301,3.313026640436702
1.50795716821249,-0.04013566252433348,3.312191220608048
1.5325162527748621,-0.039371289673325954,3.3111188758255317
1.5447647602700638,-0.03771898598576673,3.3099870655108914
1.5446417453455852,-0.03518977045624543,3.3088993031077987
1.5321430816978605,-0.031795455101537834,3.3079230291052055
1.5072851971532033,-0.027544198843330193,3.307104122835327
1.4700705543124668,-0.022441038622930353,3.3064760479771493
1.4204952474301584,-0.016490002660353893,3.306064612835218
1.358564034206409,-0.009695554174276798,3.3058903179315604
1.2844111119648183,-0.0020583028247143508,3.3059559229651545
1.1980701733339703,0.006462821200118261,3.306231686469766
1.0995363421177633,0.01589272827001829,3.306695960405919
0.9888437495077839,0.026239233909932793,3.3073329413747623
0.865992831036723,0.03750699435548663,3.30812827152015
0.7310179995683576,0.0496937383059107,3.309066100492327
0.5839637114525009,0.06279351202587856,3.3101269290794115
0.42757856680494394,0.07656099079371137,3.3112649997509935
0.27236555332471446,0.09008466511447742,3.3123717013994134
0.12700933165991177,0.10263627134922851,3.313355518107753
-0.006262531989234915,0.11405321088574516,3.3141797896539287
-0.1274240670479833,0.12435620340042693,3.3148273361116662
-0.23647325301481403,0.13356161482729859,3.3152816689305022
-0.33343844013834845,0.1416833841773377,3.3155233590844704
-0.41826393893552083,0.1487235443801175,3.315523131903491
-0.4908412525172099,0.1546744497182103,3.3152335924912766
-0.5510648167869755,0.15952789943619025,3.3146005640925225
-0.5989386972210514,0.16328530478608985,3.313558357816915
-0.6344868603975553,0.16594978097322394,3.3120200443962555
-0.6577048905026324,0.16752234798394466,3.3098668046594213
-0.6685757620953258,0.16800341790340592,3.3069276943283406
-0.6670780698465418,0.16739380036172294,3.302938363105684
-0.6532373748193295,0.1657007135644997,3.297455094582691
-0.6273313897817709,0.16295811449948852,3.28960148086897
-0.5948164706221698,0.15970981987314414,3.2786390789661954
-0.571468401261306,0.15744784301309142,3.2663397735994395
-0.5602708377566159,0.1563971139157944,3.251399086564513
-0.5614559108279418,0.1565413205274373,3.233555282159039
-0.5749890473086481,0.15781949237017973,3.2127350246536333
-0.6007494950887299,0.16011875118022018,3.188745912760975
-0.63814552153006,0.16316910413320562,3.161325943817511
-0.6813460435390916,0.16592305672297528,3.132175085172893
-0.7140738684967096,0.1662222658774476,3.1107653481403026
-0.7344394446921513,0.1631107588441533,3.100065781670388
-0.7425750218095364,0.15606727739140783,3.101429399800691
-0.7393387282816966,0.1449582011556004,3.115137508382574
