Real_Time_Elapsed,vx,vy,vz
0.41089296340942383,0.0,0.0,-0.046904399749029754
0.41281580924987793,0.0,0.0,-0.09381254022572759
0.41281580924987793,0.0,0.0,-0.09381254022572759
0.414592981338501,0.0,0.0,-0.1407237724348045
0.414592981338501,0.0,0.0,-0.1407237724348045
0.414592981338501,0.0,0.0,-0.1407237724348045
0.41637563705444336,0.0,0.0,-0.18763743720624348
0.41637563705444336,0.0,0.0,-0.18763743720624348
0.41637563705444336,0.0,0.0,-0.18763743720624348
0.41637563705444336,0.0,0.0,-0.18763743720624348
0.4181859493255615,0.0,0.0,-0.23455279633359083
0.4181859493255615,0.0,0.0,-0.23455279633359083
0.4181859493255615,0.0,0.0,-0.23455279633359083
0.4181859493255615,0.0,0.0,-0.23455279633359083
0.4181859493255615,0.0,0.0,-0.23455279633359083
0.4224669933319092,0.0,0.0,-0.2814691296469301
0.4224669933319092,0.0,0.0,-0.2814691296469301
0.4224669933319092,0.0,0.0,-0.2814691296469301
0.4224669933319092,0.0,0.0,-0.2814691296469301
0.4224669933319092,0.0,0.0,-0.2814691296469301
0.4224669933319092,0.0,0.0,-0.2814691296469301
0.4244236946105957,0.0,0.0,-0.3283858119962362
0.4244236946105957,0.0,0.0,-0.3283858119962362
0.4244236946105957,0.0,0.0,-0.3283858119962362
0.4244236946105957,0.0,0.0,-0.3283858119962362
0.4244236946105957,0.0,0.0,-0.3283858119962362
0.4244236946105957,0.0,0.0,-0.3283858119962362
0.4244236946105957,0.0,0.0,-0.3283858119962362
0.42704319953918457,0.0,0.0,-0.3753023576996792
0.42704319953918457,0.0,0.0,-0.3753023576996792
0.42704319953918457,0.0,0.0,-0.3753023576996792
0.42704319953918457,0.0,0.0,-0.3753023576996792
0.42704319953918457,0.0,0.0,-0.3753023576996792
0.42704319953918457,0.0,0.0,-0.3753023576996792
0.42704319953918457,0.0,0.0,-0.3753023576996792
0.42704319953918457,0.0,0.0,-0.3753023576996792
0.42899584770202637,0.0,0.0,-0.42221843612390775
0.42899584770202637,0.0,0.0,-0.42221843612390775
0.42899584770202637,0.0,0.0,-0.42221843612390775
0.42899584770202637,0.0,0.0,-0.42221843612390775
0.42899584770202637,0.0,0.0,-0.42221843612390775
0.42899584770202637,0.0,0.0,-0.42221843612390775
0.42899584770202637,0.0,0.0,-0.42221843612390775
0.42899584770202637,0.0,0.0,-0.42221843612390775
0.42899584770202637,0.0,0.0,-0.42221843612390775
0.4308350086212158,0.0,0.0,-0.4691338649476217
0.4308350086212158,0.0,0.0,-0.4691338649476217
0.4308350086212158,0.0,0.0,-0.4691338649476217
0.4308350086212158,0.0,0.0,-0.4691338649476217
0.4308350086212158,0.0,0.0,-0.4691338649476217
0.4308350086212158,0.0,0.0,-0.4691338649476217
0.4308350086212158,0.0,0.0,-0.4691338649476217
0.4308350086212158,0.0,0.0,-0.4691338649476217
0.4308350086212158,0.0,0.0,-0.4691338649476217
0.4308350086212158,0.0,0.0,-0.4691338649476217
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.4326634407043457,0.0,0.0,-0.5160485883485744
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.43446969985961914,0.0,0.0,-0.5629626469783665
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4363589286804199,0.0,0.0,-0.6098761455398816
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
0.4387552738189697,0.0,0.0,-0.6567892223741255
