x,y,z,h
1.9995353,0,3.0431087,False
1.9995353,0,3.0428157,False
1.9995353,0,3.042132,False
1.9995353,0,3.0410576,False
1.9995353,0,3.0396209,False
1.9995353,0,3.0378642,False
1.9995351,0,3.0358305,False
1.999534,0,3.0335665,False
1.9995303,0,3.0311174,False
1.9995213,0,3.0285256,False
1.9995027,0,3.0258293,False
1.9994686,0,3.023065,False
1.9994111,0,3.0202663,False
1.9993204,0,3.0174637,False
1.9991837,0,3.014687,False
1.9989858,0,3.0119643,False
1.9987084,0,3.0093203,False
1.9983295,0,3.0067778,False
1.9978242,0,3.0043573,False
1.9971635,0,3.0020764,False
1.9963158,0,2.999948,False
1.9952471,0,2.9979794,False
1.993921,0,2.996174,False
1.9922992,0,2.9945307,False
1.9903439,0,2.993042,False
1.9880216,0,2.9916947,False
1.9853019,0,2.9904733,False
1.9821554,0,2.9893596,False
1.9785563,0,2.9883323,False
1.9744811,0,2.9873698,False
1.9699093,0,2.986449,False
1.9648226,0,2.9855468,False
1.959206,0,2.984639,False
1.9530474,0,2.9837015,False
1.946337,0,2.9827118,False
1.9390674,0,2.9816477,False
1.9312345,0,2.9804876,False
1.9228358,0,2.9792113,False
1.913871,0,2.9778004,False
1.9043416,0,2.9762373,False
1.8942508,0,2.9745073,False
1.8836024,0,2.9725966,False
1.8724018,0,2.970494,False
1.8606545,0,2.96819,False
1.8483665,0,2.965678,False
1.835544,0,2.9629526,False
1.8221937,0,2.9600117,False
1.8083223,0,2.956855,False
1.7939363,0,2.9534845,False
1.7790424,0,2.9499047,False
1.7636472,0,2.9461226,False
1.7477577,0,2.9421477,False
1.7313805,0,2.9379919,False
1.7145228,0,2.933669,False
1.6971927,0,2.9291964,False
1.6793989,0,2.924592,False
1.6611514,0,2.919877,False
1.6424621,0,2.9150734,False
1.6233444,0,2.9102056,False
1.603813,0,2.9052975,False
1.5838841,0,2.9003706,False
1.5635749,0,2.8954453,False
1.5429041,0,2.8905413,False
1.5218915,0,2.8856769,False
1.5005568,0,2.8808682,False
1.478921,0,2.8761299,False
1.4570053,0,2.8714747,False
1.4348311,0,2.8669133,False
1.4124203,0,2.8624544,False
1.3897942,0,2.8581047,False
1.3669745,0,2.8538685,False
1.3439817,0,2.8497498,False
1.3208358,0,2.8457534,False
1.2975571,0,2.8418837,False
1.2741659,0,2.838145,False
1.2506827,0,2.8345404,False
1.2271277,0,2.8310723,False
1.2035214,0,2.8277423,False
1.1798842,0,2.8245528,False
1.1562362,0,2.8215058,False
1.1325978,0,2.8186023,False
1.1089892,0,2.8158429,False
1.0854307,0,2.8132274,False
1.0619423,0,2.8107545,False
1.0385444,0,2.8084219,False
1.0152569,0,2.8062267,False
0.99209946,0,2.8041656,False
0.969092,0,2.802234,False
0.94625396,0,2.800427,False
0.92360455,0,2.798739,False
0.9011628,0,2.7971635,False
0.8789474,0,2.7956944,False
0.8569766,0,2.7943246,False
0.83526826,0,2.7930467,False
0.8138394,0,2.791852,False
0.7927064,0,2.7907317,False
0.77188486,0,2.7896767,False
0.7513898,0,2.7886777,False
0.7312354,0,2.7877252,False
0.7114351,0,2.7868104,False
0.69200146,0,2.7859235,False
0.67294616,0,2.7850556,False
0.65428054,0,2.784199,False
0.63601506,0,2.7833464,False
0.61815894,0,2.7824903,False
0.60072,0,2.7816234,False
0.5837049,0,2.7807388,False
0.5671192,0,2.77983,False
0.55096734,0,2.7788908,False
0.5352525,0,2.7779162,False
0.51997733,0,2.776902,False
0.5051434,0,2.7758443,False
0.49075133,0,2.7747414,False
0.47680086,0,2.7735915,False
0.46329084,0,2.7723937,False
0.45021933,0,2.7711484,False
0.43758366,0,2.7698565,False
0.42538035,0,2.7685196,False
0.41360527,0,2.7671404,False
0.40225363,0,2.7657218,False
0.39131987,0,2.7642674,False
0.380798,0,2.7627816,False
0.3706814,0,2.7612689,False
0.36096293,0,2.759734,False
0.35163495,0,2.7581823,False
0.3426894,0,2.7566192,False
0.33411774,0,2.75505,False
0.32591116,0,2.7534807,False
0.31806043,0,2.7519166,False
0.31055596,0,2.7503633,False
0.30338806,0,2.7488265,False
0.29654658,0,2.7473114,False
0.2900213,0,2.7458224,False
0.28380176,0,2.744365,False
0.2778773,0,2.7429428,False
0.2722372,0,2.7415602,False
0.26687068,0,2.7402205,False
0.2617669,0,2.7389271,False
0.25691503,0,2.7376826,False
0.2523043,0,2.7364895,False
0.24792391,0,2.7353497,False
0.24376328,0,2.7342646,False
0.23981184,0,2.7332356,False
0.23605919,0,2.732263,False
0.23249511,0,2.7313483,False
0.22910954,0,2.7304904,False
0.22589262,0,2.7296898,False
0.22283469,0,2.728946,False
0.2199263,0,2.7282577,False
0.21715824,0,2.7276237,False
0.21452156,0,2.7270432,False
0.21200752,0,2.726514,False
0.20960766,0,2.726035,False
0.20731372,0,2.7256036,False
0.2051177,0,2.7252173,False
0.20301192,0,2.7248743,False
0.20098893,0,2.7245715,False
0.19904159,0,2.7243066,False
0.19716299,0,2.724077,False
0.19534655,0,2.7238805,False
0.1935859,0,2.7237144,False
0.19187503,0,2.723576,False
0.19020809,0,2.7234635,False
0.18857962,0,2.723374,False
0.18698433,0,2.723305,False
0.18541728,0,2.7232547,False
0.18387373,0,2.7232206,False
0.18234926,0,2.7232008,False
0.1808397,0,2.7231934,False
0.1793411,0,2.7231963,False
0.17784981,0,2.723208,False
0.17636243,0,2.7232265,False
0.17487578,0,2.7232509,False
0.17338699,0,2.7232795,False
0.17189337,0,2.723311,False
0.17039254,0,2.7233443,False
0.16888228,0,2.723379,False
0.16736066,0,2.7234135,False
0.165826,0,2.7234476,False
0.16427675,0,2.7234807,False
0.16271167,0,2.7235122,False
0.16112967,0,2.7235417,False
0.15952992,0,2.7235692,False
0.15791175,0,2.7235942,False
0.15627469,0,2.7236168,False
0.15461847,0,2.723637,False
0.15294297,0,2.7236552,False
0.15124825,0,2.7236712,False
0.14953454,0,2.723685,False
0.14780222,0,2.7236974,False
0.14605181,0,2.7237082,False
0.14428398,0,2.723718,False
0.1424995,0,2.723727,False
0.1406993,0,2.7237356,False
0.1388844,0,2.7237442,False
0.1370559,0,2.723753,False
0.13521504,0,2.7237623,False
0.13336314,0,2.7237725,False
0.13150157,0,2.7237837,False
0.12963179,0,2.7237964,False
0.12775531,0,2.7238104,False
