x,y,z,h
1.9507589,0,3.4410663,False
1.9507589,0,3.4407732,False
1.9507589,0,3.4400895,False
1.9507589,0,3.4390152,False
1.9507589,0,3.4375503,False
1.9507589,0,3.4356954,False
1.9507589,0,3.4334505,False
1.9507589,0,3.4308157,False
1.9507589,0,3.4277914,False
1.9507589,0,3.4243774,False
1.9507589,0,3.4205747,False
1.9507589,0,3.4163828,False
1.9507589,0,3.4118023,False
1.9507589,0,3.4068334,False
1.9507589,0,3.4014764,False
1.9507589,0,3.3957338,False
1.9507589,0,3.3896396,False
1.9507589,0,3.383242,False
1.9507586,0,3.3765917,False
1.9507569,0,3.3697414,False
1.9507519,0,3.3627396,False
1.9507402,0,3.355631,False
1.950717,0,3.3484569,False
1.9506752,0,3.341255,False
1.9506062,0,3.3340604,False
1.9504985,0,3.3269043,False
1.9503379,0,3.3198183,False
1.9501072,0,3.312831,False
1.9497858,0,3.3059673,False
1.9493496,0,3.2992504,False
1.9487709,0,3.2927005,False
1.948018,0,3.2863348,False
1.9470563,0,3.280163,False
1.9458498,0,3.2741902,False
1.9443601,0,3.268416,False
1.9425501,0,3.262834,False
1.9403864,0,3.2574327,False
1.937839,0,3.2521968,False
1.9348792,0,3.2471087,False
1.9314808,0,3.242148,False
1.9276214,0,3.237293,False
1.9232804,0,3.2325213,False
1.91844,0,3.22781,False
1.9130853,0,3.2231348,False
1.9072043,0,3.2184727,False
1.9007871,0,3.2138014,False
1.8938264,0,3.2090993,False
1.8863176,0,3.2043452,False
1.8782581,0,3.1995199,False
1.8696476,0,3.1946049,False
1.8604875,0,3.1895845,False
1.8507808,0,3.1844444,False
1.8405321,0,3.1791725,False
1.8297464,0,3.173758,False
1.8184302,0,3.168193,False
1.8065904,0,3.1624715,False
1.7942346,0,3.1565897,False
1.7813705,0,3.1505463,False
1.7680064,0,3.1443415,False
1.754151,0,3.1379788,False
1.7398133,0,3.1314633,False
1.725003,0,3.1248024,False
1.7097298,0,3.118006,False
1.6940047,0,3.111086,False
1.6778392,0,3.1040554,False
1.6612462,0,3.0969303,False
1.6442387,0,3.0897267,False
1.6268301,0,3.0824609,False
1.6090344,0,3.075149,False
1.5908666,0,3.0678074,False
1.5723419,0,3.0604522,False
1.5534761,0,3.0530992,False
1.5342853,0,3.0457623,False
1.5147864,0,3.0384555,False
1.4949968,0,3.031191,False
1.4749342,0,3.023979,False
1.4546168,0,3.016828,False
1.4340622,0,3.0097456,False
1.4132886,0,3.0027382,False
1.3923131,0,2.9958107,False
1.3711532,0,2.9889674,False
1.3498255,0,2.9822109,False
1.3283464,0,2.9755433,False
1.30673,0,2.9689722,False
1.28499,0,2.962509,False
1.2631404,0,2.9561644,False
1.2411966,0,2.9499485,False
1.2191739,0,2.943871,False
1.1970881,0,2.937939,False
1.1749561,0,2.9321585,False
1.1527947,0,2.9265347,False
1.1306211,0,2.9210708,False
1.108453,0,2.9157689,False
1.0863082,0,2.9106307,False
1.0642046,0,2.9056568,False
1.0421604,0,2.900847,False
1.0201935,0,2.8961992,False
0.9983219,0,2.891711,False
0.9765638,0,2.887379,False
0.95493704,0,2.8831992,False
0.9334594,0,2.8791678,False
0.9121485,0,2.8752794,False
0.8910217,0,2.87153,False
0.8700965,0,2.8679152,False
0.8493896,0,2.8644302,False
0.8289173,0,2.8610694,False
0.8086952,0,2.857827,False
0.7887382,0,2.854696,False
0.7690605,0,2.8516695,False
0.7496755,0,2.84874,False
0.7305962,0,2.845901,False
0.7118343,0,2.843145,False
0.6934011,0,2.8404644,False
0.6753066,0,2.837852,False
0.6575603,0,2.8353007,False
0.6401703,0,2.832803,False
0.6231441,0,2.8303516,False
0.6064881,0,2.82794,False
0.59020805,0,2.8255618,False
0.5743086,0,2.823211,False
0.55879366,0,2.820882,False
0.54366624,0,2.8185706,False
0.52892864,0,2.8162723,False
0.51458234,0,2.8139834,False
0.5006284,0,2.811702,False
0.48706716,0,2.809426,False
0.47389826,0,2.8071551,False
0.4611207,0,2.8048887,False
0.44873267,0,2.8026268,False
0.43673173,0,2.8003702,False
0.42511475,0,2.7981195,False
0.41387817,0,2.7958767,False
0.40301785,0,2.7936435,False
0.39252907,0,2.7914221,False
0.38240662,0,2.789215,False
0.3726449,0,2.7870252,False
0.36323774,0,2.7848551,False
0.35417867,0,2.7827077,False
0.3454608,0,2.7805865,False
0.33707693,0,2.778494,False
0.3290196,0,2.7764335,False
0.32128105,0,2.774408,False
0.31385326,0,2.7724211,False
0.30672798,0,2.770475,False
0.29989675,0,2.7685723,False
0.29335096,0,2.766716,False
0.28708193,0,2.7649076,False
0.28108072,0,2.7631497,False
0.27533847,0,2.7614439,False
0.26984617,0,2.7597914,False
0.26459485,0,2.7581942,False
0.25957552,0,2.7566528,False
0.2547792,0,2.7551684,False
0.25019687,0,2.7537417,False
0.24581973,0,2.7523727,False
0.2416389,0,2.7510617,False
0.23764561,0,2.7498083,False
0.23383127,0,2.7486126,False
0.23018733,0,2.7474737,False
0.22670539,0,2.7463908,False
0.22337721,0,2.7453632,False
0.2201947,0,2.7443895,False
0.2171499,0,2.7434685,False
0.21423507,0,2.7425988,False
0.21144263,0,2.7417786,False
0.20876521,0,2.7410064,False
0.2061956,0,2.7402802,False
0.2037268,0,2.7395983,False
0.20135204,0,2.7389586,False
0.19906472,0,2.738359,False
0.19685842,0,2.7377973,False
0.19472702,0,2.737271,False
0.19266455,0,2.7367783,False
0.19066529,0,2.7363167,False
0.18872379,0,2.7358842,False
0.18683475,0,2.7354789,False
0.18499316,0,2.7350988,False
0.18319422,0,2.734742,False
0.18143333,0,2.7344065,False
0.17970617,0,2.7340908,False
0.17800859,0,2.7337933,False
0.1763367,0,2.7335124,False
0.17468685,0,2.7332463,False
0.17305557,0,2.7329943,False
0.17143963,0,2.7327545,False
0.16983604,0,2.732526,False
0.168242,0,2.732308,False
0.16665491,0,2.7320988,False
0.16507244,0,2.7318983,False
0.16349238,0,2.7317054,False
0.1619128,0,2.7315192,False
0.16033189,0,2.7313392,False
0.15874809,0,2.731165,False
0.15716001,0,2.7309961,False
0.15556645,0,2.730832,False
0.15396638,0,2.7306726,False
0.15235892,0,2.7305174,False
0.15074341,0,2.7303662,False
0.14911929,0,2.7302191,False
0.14748621,0,2.730076,False
0.14584394,0,2.7299368,False
