x,y,z,h
1.6033182,0,4.195563,False
1.6033182,0,4.1952696,False
1.6033182,0,4.194586,False
1.6033182,0,4.1935115,False
1.6033182,0,4.192047,False
1.6033182,0,4.1901917,False
1.6033182,0,4.1879473,False
1.6033182,0,4.1853123,False
1.6033182,0,4.1822877,False
1.6033182,0,4.178874,False
1.6033182,0,4.1750712,False
1.6033182,0,4.1708794,False
1.6033182,0,4.166299,False
1.6033182,0,4.1613297,False
1.6033182,0,4.155973,False
1.6033182,0,4.150228,False
1.6033182,0,4.144096,False
1.6033182,0,4.137576,False
1.6033182,0,4.1306696,False
1.6033182,0,4.123377,False
1.6033182,0,4.115698,False
1.6033182,0,4.1076326,False
1.6033182,0,4.099182,False
1.6033182,0,4.090347,False
1.6033182,0,4.0811267,False
1.6033182,0,4.071522,False
1.6033182,0,4.0615344,False
1.6033182,0,4.0511627,False
1.6033182,0,4.040408,False
1.6033182,0,4.029271,False
1.6033182,0,4.017752,False
1.6033182,0,4.0058517,False
1.6033182,0,3.9935737,False
1.6033182,0,3.9809532,False
1.6033182,0,3.9680395,False
1.6033177,0,3.9548833,False
1.603316,0,3.941537,False
1.6033107,0,3.9280484,False
1.6032985,0,3.9144607,False
1.6032745,0,3.900814,False
1.6032317,0,3.8871446,False
1.6031611,0,3.873486,False
1.6030515,0,3.859869,False
1.6028888,0,3.846323,False
1.602656,0,3.8328736,False
1.6023327,0,3.8195443,False
1.6018952,0,3.8063574,False
1.6013165,0,3.793331,False
1.6005658,0,3.78048,False
1.5996096,0,3.767813,False
1.5984143,0,3.755333,False
1.596948,0,3.7430363,False
1.5951813,0,3.7309158,False
1.5930866,0,3.718961,False
1.5906383,0,3.7071583,False
1.5878131,0,3.6954916,False
1.5845903,0,3.683944,False
1.5809513,0,3.6724975,False
1.5768799,0,3.6611326,False
1.5723622,0,3.6498303,False
1.5673867,0,3.638572,False
1.561944,0,3.6273386,False
1.5560272,0,3.616113,False
1.5496311,0,3.6048777,False
1.5427533,0,3.593617,False
1.5353925,0,3.582317,False
1.5275497,0,3.570965,False
1.5192273,0,3.5595498,False
1.5104289,0,3.548062,False
1.5011599,0,3.5364945,False
1.4914266,0,3.5248413,False
1.4812363,0,3.5130994,False
1.4705974,0,3.5012665,False
1.4595182,0,3.4893432,False
1.4480085,0,3.4773304,False
1.4360782,0,3.4652317,False
1.4237376,0,3.4530513,False
1.4109975,0,3.4407952,False
1.3978685,0,3.4284701,False
1.3843622,0,3.4160843,False
1.37049,0,3.403646,False
1.356264,0,3.391164,False
1.3416964,0,3.378648,False
1.3267998,0,3.3661072,False
1.3115871,0,3.3535507,False
1.2960714,0,3.3409874,False
1.280266,0,3.3284266,False
1.2641846,0,3.315876,False
1.2478404,0,3.3033433,False
1.2312475,0,3.2908351,False
1.2144196,0,3.2783575,False
1.1973704,0,3.2659154,False
1.1801134,0,3.253513,False
1.1626624,0,3.2411537,False
1.1450301,0,3.22884,False
1.1272236,0,3.2165978,False
1.109249,0,3.2044566,False
1.0911155,0,3.1924431,False
1.0728335,0,3.1805801,False
1.0544153,0,3.168888,False
1.0358742,0,3.1573844,False
1.0172247,0,3.1460855,False
0.9984815,0,3.1350071,False
0.9796605,0,3.124163,False
0.96077824,0,3.1135635,False
0.94185174,0,3.1032183,False
0.9228986,0,3.093133,False
0.90393645,0,3.083312,False
0.88498336,0,3.0737584,False
0.8660574,0,3.0644734,False
0.84717655,0,3.0554574,False
0.8283588,0,3.0467086,False
0.8096221,0,3.0382242,False
0.7909839,0,3.0300002,False
0.7724617,0,3.0220318,False
0.75407225,0,3.0143127,False
0.7358322,0,3.0068371,False
0.71775776,0,2.999598,False
0.6998645,0,2.992588,False
0.6821675,0,2.9857996,False
0.66468114,0,2.9792235,False
0.6474193,0,2.9728513,False
0.6303952,0,2.9666739,False
0.6136215,0,2.9606824,False
0.5971101,0,2.9548678,False
0.5808722,0,2.9492211,False
0.5649183,0,2.943733,False
0.54925805,0,2.9383945,False
0.53390056,0,2.9331973,False
0.5188541,0,2.928133,False
0.50412637,0,2.9231944,False
0.4897242,0,2.9183736,False
0.47565368,0,2.9136639,False
0.46192008,0,2.9090588,False
0.44852805,0,2.904552,False
0.43548128,0,2.9001377,False
0.42278272,0,2.8958106,False
0.41043454,0,2.8915656,False
0.39843813,0,2.887398,False
0.3867941,0,2.8833034,False
0.37550244,0,2.8792784,False
0.3645625,0,2.8753197,False
0.35397303,0,2.8714244,False
0.34373215,0,2.867591,False
0.33383736,0,2.863817,False
0.32428566,0,2.8601015,False
0.31507343,0,2.8564432,False
0.3061967,0,2.8528419,False
0.297651,0,2.849297,False
0.28943148,0,2.845809,False
0.28153285,0,2.8423781,False
0.27394953,0,2.839005,False
