6.004166666666666430e+00,1.835591649964623873e+00,-9.396345307509591793e-02,9.629036740318559495e-01
6.008333333333333748e+00,1.829072350607823916e+00,-9.185906067893247207e-02,9.612663963247602972e-01
6.012500000000000178e+00,1.822499700863253969e+00,-8.973564205006166750e-02,9.597368539386018638e-01
6.016666666666666607e+00,1.815873418819919261e+00,-8.759556897725449820e-02,9.583331067391029912e-01
6.020833333333333037e+00,1.809193071054144175e+00,-8.544153385339525730e-02,9.570777079312947633e-01
6.025000000000000355e+00,1.802458918202590299e+00,-8.327653016279641662e-02,9.559942521901686474e-01
6.029166666666666785e+00,1.795672197330897335e+00,-8.110355877410974079e-02,9.551039240686467480e-01
6.033333333333333215e+00,1.788834138633731641e+00,-7.892555883013104012e-02,9.544280545870095223e-01
6.037499999999999645e+00,1.781946064690038911e+00,-7.674606447910997664e-02,9.539867220257387537e-01
6.041666666666666963e+00,1.775010319006511628e+00,-7.456963313329373344e-02,9.537962173235439156e-01
6.045833333333333393e+00,1.768030201267945856e+00,-7.240132277365236846e-02,9.538736567877733608e-01
6.049999999999999822e+00,1.761010172984475153e+00,-7.024568006416641308e-02,9.542305330150130382e-01
6.054166666666666252e+00,1.753954318094996134e+00,-6.810671433373101380e-02,9.548781109098820608e-01
6.058333333333333570e+00,1.746866491658814580e+00,-6.598846563991235536e-02,9.558255268320930975e-01
6.062500000000000000e+00,1.739751295093279859e+00,-6.389500955654280057e-02,9.570773184829988178e-01
6.066666666666666430e+00,1.732614021915398039e+00,-6.183002232253120151e-02,9.586384128963534312e-01
6.070833333333333748e+00,1.725460104221499424e+00,-5.979620289007284151e-02,9.605112220584293148e-01
6.075000000000000178e+00,1.718294217737801777e+00,-5.779606759612786887e-02,9.627003274089069862e-01
6.079166666666666607e+00,1.711120959359655691e+00,-5.583184208783559255e-02,9.652012940760024140e-01
6.083333333333333037e+00,1.703945243795403686e+00,-5.390624301832300930e-02,9.680155354514838884e-01
6.087500000000000355e+00,1.696772528470498198e+00,-5.202066919960534469e-02,9.711390633332778188e-01
6.091666666666666785e+00,1.689607643187204244e+00,-5.017572959489653706e-02,9.745721727331415618e-01
6.095833333333333215e+00,1.682454515672147988e+00,-4.837124480529889081e-02,9.783111797708138324e-01
6.099999999999999645e+00,1.675316828385825074e+00,-4.660693641355959788e-02,9.823509649117071474e-01
6.104166666666666963e+00,1.668198573169735077e+00,-4.488264625132959429e-02,9.866908982056955546e-01
6.108333333333333393e+00,1.661103583176419152e+00,-4.319729638723260323e-02,9.913255320505507395e-01
6.112499999999999822e+00,1.654035360362550389e+00,-4.154943956678109479e-02,9.962512421531493079e-01
6.116666666666666252e+00,1.646996562565734790e+00,-3.993684721800252330e-02,1.001460809762382720e+00
6.120833333333333570e+00,1.639989869650338550e+00,-3.835769267260764198e-02,1.006957585975863712e+00
6.125000000000000000e+00,1.633017211251276635e+00,-3.680937332654508898e-02,1.012737130546512487e+00
6.129166666666666430e+00,1.626080733225552244e+00,-3.528931693450641782e-02,1.018799045904806189e+00
6.133333333333333748e+00,1.619182419128086581e+00,-3.379462178123780053e-02,1.025143198427326263e+00
6.137500000000000178e+00,1.612324033407914303e+00,-3.232228405661668330e-02,1.031770974527209894e+00
6.141666666666666607e+00,1.605506052193105715e+00,-3.086860370087342667e-02,1.038670659361199844e+00
6.145833333333333037e+00,1.598730275637676002e+00,-2.943023973541032332e-02,1.045848089727644536e+00
6.150000000000000355e+00,1.591997057430138529e+00,-2.800300356553654668e-02,1.053296874506817193e+00
6.154166666666666785e+00,1.585307155426744607e+00,-2.658291029068693759e-02,1.061021038489913915e+00
6.158333333333333215e+00,1.578659586131146764e+00,-2.516602435069508620e-02,1.069007060072993509e+00
6.162499999999999645e+00,1.572055277497793391e+00,-2.374861148218648105e-02,1.077262336839966306e+00
6.166666666666666963e+00,1.565493310948437466e+00,-2.232693576855281775e-02,1.085774315476323526e+00
6.170833333333333393e+00,1.558974178370546859e+00,-2.089720377130346168e-02,1.094547675145496113e+00
6.174999999999999822e+00,1.552495296207724973e+00,-1.945669073692498849e-02,1.103552916952669438e+00
6.179166666666666252e+00,1.546057619157903851e+00,-1.800181287246479730e-02,1.112799659791342766e+00
6.183333333333333570e+00,1.539658718241192048e+00,-1.653063180945810867e-02,1.122260373106562126e+00
6.187500000000000000e+00,1.533299278154060419e+00,-1.504015166511499073e-02,1.131941529469750574e+00
6.191666666666666430e+00,1.526976521884820581e+00,-1.352986922427380431e-02,1.141808855150540758e+00
6.195833333333333748e+00,1.520691860027059805e+00,-1.199685349901069217e-02,1.151872925405464043e+00
6.200000000000000178e+00,1.514443155493207849e+00,-1.044069935515509057e-02,1.162106006090461774e+00
6.204166666666666607e+00,1.508231602048450304e+00,-8.858694209613134432e-03,1.172517440352231155e+00
6.208333333333333037e+00,1.502055108346121326e+00,-7.251343162987341009e-03,1.183080625799103336e+00
6.212500000000000355e+00,1.495914608213519736e+00,-5.617049468897834449e-03,1.193800047314190538e+00
6.216666666666666785e+00,1.489809107798158117e+00,-3.956212970386206035e-03,1.204658321935767606e+00
6.220833333333333215e+00,1.483738649317531744e+00,-2.268417637169719767e-03,1.215648252233845428e+00
6.224999999999999645e+00,1.477702636018037419e+00,-5.540152837777015740e-04,1.226755338250821614e+00
6.229166666666666963e+00,1.471700223583999989e+00,1.186248573140223856e-03,1.237963086922919453e+00
6.233333333333333393e+00,1.465731682684290105e+00,2.952466640550254276e-03,1.249265852404469523e+00
6.237499999999999822e+00,1.459796315384756848e+00,4.743805463436735412e-03,1.260650264235357865e+00
6.241666666666666252e+00,1.453893538101742378e+00,6.559563246295552555e-03,1.272105256673364826e+00
6.245833333333333570e+00,1.448021699800163820e+00,8.398129272536315401e-03,1.283611444370042376e+00
6.250000000000000000e+00,1.442178966524448658e+00,1.025772753273714727e-02,1.295148745086575737e+00
6.254166666666666430e+00,1.436365480347760348e+00,1.213822706538511542e-02,1.306713521236810172e+00
6.258333333333333748e+00,1.430581447740398859e+00,1.403940526982986811e-02,1.318302171219202457e+00
6.262500000000000178e+00,1.424825807977182057e+00,1.595985934210869886e-02,1.329901019807995466e+00
