x,y,z,h
1.0880231,0,4.6781554,False
1.0880231,0,4.6780577,False
1.0880231,0,4.677862,False
1.0880231,0,4.6775694,False
1.0880231,0,4.6771784,False
1.0880231,0,4.67669,False
1.0880231,0,4.676104,False
1.0880231,0,4.6754208,False
1.0880231,0,4.6746397,False
1.0880231,0,4.673761,False
1.0880231,0,4.6727843,False
1.0880231,0,4.671711,False
1.0880231,0,4.67054,False
1.0880231,0,4.669271,False
1.0880231,0,4.667905,False
1.0880231,0,4.6664414,False
1.0880231,0,4.6648803,False
1.0880231,0,4.6632223,False
1.0880231,0,4.6614666,False
1.0880231,0,4.659614,False
1.0880231,0,4.657664,False
1.0880231,0,4.6556163,False
1.0880231,0,4.653472,False
1.0880231,0,4.6512303,False
1.0880231,0,4.6488914,False
1.0880231,0,4.6464553,False
1.0880231,0,4.6439223,False
1.0880231,0,4.6412926,False
1.0880231,0,4.6385655,False
1.0880231,0,4.6357417,False
1.0880231,0,4.6328206,False
1.0880231,0,4.6298027,False
1.0880231,0,4.6266885,False
1.0880231,0,4.623477,False
1.0880231,0,4.6201687,False
1.0880231,0,4.616764,False
1.0880231,0,4.613262,False
1.0880231,0,4.609664,False
1.0880231,0,4.6059694,False
1.0880231,0,4.602178,False
1.0880231,0,4.5982904,False
1.0880231,0,4.594306,False
1.0880231,0,4.590225,False
1.0880231,0,4.586048,False
1.0880231,0,4.5817747,False
1.0880231,0,4.5774055,False
1.0880231,0,4.5729394,False
1.0880231,0,4.5683775,False
1.0880231,0,4.5637193,False
1.0880231,0,4.558965,False
1.0880231,0,4.554115,False
1.0880231,0,4.549169,False
1.0880231,0,4.544127,False
1.0880231,0,4.538989,False
1.0880231,0,4.5337553,False
1.0880231,0,4.5284257,False
1.0880231,0,4.5230007,False
1.0880231,0,4.51748,False
1.0880231,0,4.5118637,False
1.0880231,0,4.506152,False
1.0880231,0,4.5003448,False
1.0880231,0,4.494442,False
1.0880231,0,4.4884443,False
1.0880231,0,4.482351,False
1.0880231,0,4.4761624,False
1.0880231,0,4.4698787,False
1.0880231,0,4.4635,False
1.0880231,0,4.4570265,False
1.0880231,0,4.450458,False
1.0880231,0,4.4437943,False
1.0880231,0,4.4370365,False
1.0880231,0,4.4301877,False
1.0880231,0,4.4232554,False
1.0880231,0,4.416245,False
1.0880231,0,4.409164,False
