#{"t_start": 1725146624.8181667, "env_id": "None"}
r,l,t,num_wraps,c
-838.411962,300,5.131536,0.08403025881499297,0
-877.753566,300,9.484435,0.0,0
-783.392525,300,13.747139,1.3327254922650709,0
-741.072339,300,18.831594,0.0,1
-677.782548,300,23.983331,0.8988812377246275,0
-623.925639,300,28.281523,0.9691793745038377,0
-946.445739,300,41.189747,0.0,0
-929.897803,300,46.941223,0.0,0
-907.028516,300,54.357041,0.0,0
-911.340842,300,62.403629,0.0,0
-880.732053,300,71.153104,0.0,0
-900.447723,300,80.619902,0.0,0
-906.113776,300,91.200001,0.0,0
-885.232517,300,107.656622,0.0,0
-936.262197,300,114.373736,0.0,0
-944.392989,300,120.893471,0.0,0
-911.890209,300,128.736979,0.0,0
-939.414498,300,140.58121,0.0,0
-924.419035,300,148.354072,0.0,0
