Real_Time_Elapsed,Drone_X,Drone_Y,Drone_Z,Payload_X,Payload_Y,Payload_Z
0.0033583641052246094,1.9733655,1.8955307e-10,3.0250235,1.9733655452728271,3.84299764628417e-18,1.9748151882583085
0.0054399967193603516,1.9733655,2.1692982e-08,3.0243793,1.9733655452728271,-8.633733266898829e-18,1.9737324502634523
0.007627010345458984,1.9733652,6.838125e-08,3.0234334,1.9733655452728271,2.882676183121322e-17,1.9721834908914295
0.009807348251342773,1.9733635,-3.2374043e-08,3.0222387,1.9733655452728265,-1.214795969306268e-16,1.9702888136027958
0.01215362548828125,1.9733586,-5.176837e-07,3.020842,1.9733655452728311,4.971207235672353e-16,1.968159686672635
0.015447378158569336,1.9733472,-1.5741174e-06,3.0192862,1.973365545272823,-8.329413435500384e-16,1.9658936065255057
0.04525494575500488,1.9733245,-3.3724145e-06,3.0176096,1.9733655452727927,-3.700167475242011e-15,1.9635712285557942
0.04793500900268555,1.9732842,-6.107962e-06,3.0158467,1.9733655452729604,2.209404544204538e-14,1.9612556012860243
0.05208730697631836,1.9732184,-9.9763765e-06,3.01403,1.9733655452729089,-1.469741018846421e-14,1.9589939409623904
0.05534029006958008,1.9731168,-1.5154771e-05,3.012189,1.9733655452715484,-1.6780911867165573e-13,1.9568207602942889
0.05779242515563965,1.9729671,-2.1812617e-05,3.01035,1.9733655452733947,3.0742861039183907e-13,1.9547600957529323
0.08705472946166992,1.9727552,-3.0114812e-05,3.0085387,1.9733655452814118,8.872259109614387e-13,1.9528276520486472
0.08903360366821289,1.9724641,-4.0213476e-05,3.0067773,1.9733655452665386,-2.078942054188714e-12,1.9510390059716223
0.09078240394592285,1.9720745,-5.224635e-05,3.0050862,1.9733655452241439,-4.8403454753934095e-12,1.9494147388219836
0.09253096580505371,1.9715651,-6.633934e-05,3.0034838,1.9733655453017214,1.0319180777079853e-11,1.947970203283292
0.09494256973266602,1.9709116,-8.260509e-05,3.0019858,1.973365545527511,2.524134725167625e-11,1.946721661065909
0.1275794506072998,1.9700874,-0.000101140715,3.0006058,1.973365545199821,-3.3894842596701956e-11,1.9456915619475585
0.12929201126098633,1.9690632,-0.000122027996,2.9993548,1.9733655441889528,-1.1797425820593943e-10,1.9449085235512515
0.1308906078338623,1.9678072,-0.00014533267,2.9982407,1.97336554497239,4.809375420089779e-11,1.9443946103847292
0.13259100914001465,1.9662856,-0.00017110356,2.9972682,1.9733655492874986,4.70032990857285e-10,1.9441652454348206
0.1362924575805664,1.9644622,-0.00019937147,2.9964395,1.9733655487805628,1.7568042658880446e-10,1.94423635848864
0.16982769966125488,1.9622984,-0.00023014916,2.9957526,1.9733655348975074,-1.201871764040227e-09,1.9446266428237935
0.1716165542602539,1.9597567,-0.00026342706,2.9952,1.9733655260444782,-1.7423584493203087e-09,1.9453350541340573
0.17328619956970215,1.9568031,-0.0002991796,2.9947696,1.973365553351481,1.0655478226143787e-09,1.946327963710676
0.1749708652496338,1.953408,-0.00033737047,2.9944463,1.9733656074211083,5.633372259454173e-09,1.9475566581739179
0.17674565315246582,1.9495449,-0.00037794886,2.994212,1.9733656111078701,5.212492914429123e-09,1.9490224556918698
0.21146583557128906,1.9451898,-0.00042084907,2.9940476,1.9733654928152846,-4.434335353951173e-09,1.9507020369716737
0.21396422386169434,1.9403216,-0.00046599965,2.9939325,1.9733653063139074,-1.724687059572982e-08,1.9525542937297353
0.21630167961120605,1.9349221,-0.00051333033,2.9938452,1.973365405620137,-1.1138410654863752e-08,1.9545329862464873
0.2199254035949707,1.9289759,-0.00056276814,2.9937642,1.9733658345151477,9.923439398809527e-09,1.956599907271439
0.22223424911499023,1.9224703,-0.000614235,2.9936676,1.9733663112664175,3.8014162671962266e-08,1.958726711954844
0.25322437286376953,1.9153954,-0.00066765596,2.9935343,1.9733663725991677,4.305459776938366e-08,1.9608831030270346
0.25505876541137695,1.9077436,-0.0007229616,2.9933438,1.9733653258672845,-9.67003969307546e-09,1.9630423045368277
0.2567591667175293,1.8995099,-0.00078008225,2.9930768,1.9733636711811204,-6.39872321373617e-08,1.9651855311257065
0.25853419303894043,1.8906914,-0.0008389494,2.9927154,1.973362147016373,-8.130726802280024e-08,1.9673093873150551
0.26112914085388184,1.8812869,-0.00089949893,2.992243,1.9733611265609075,-4.765905622735046e-08,1.9694092777759251
0.29564547538757324,1.8712965,-0.00096166716,2.9916446,1.9733609544485262,3.449211609389155e-08,1.9714828836344807
0.29884886741638184,1.8607222,-0.0010253887,2.9909074,1.9733634260340414,8.698273635440904e-08,1.9735147021288366
0.3039546012878418,1.8495662,-0.0010905988,2.9900208,1.9733716271564703,3.843229943746871e-08,1.9755213585882447
0.30666303634643555,1.8378314,-0.0011572317,2.9889755,1.9733824388835384,-1.7775652126520737e-07,1.977521343609256
0.3092925548553467,1.8255216,-0.0012252186,2.9877648,1.9733895919705955,-5.257150141506709e-07,1.9795359670047066
0.3377988338470459,1.8126409,-0.0012944882,2.9863844,1.9732201291329272,-1.1041236531313567e-06,1.9815576658466008
0.33957433700561523,1.7991936,-0.0013649671,2.984831,1.9729686902311094,-5.838237486556577e-07,1.983630368110252
0.34133315086364746,1.7851844,-0.0014365786,2.983105,1.972679129559684,1.0977346181597238e-06,1.9857486648033977
0.3434159755706787,1.7706178,-0.001509244,2.9812076,1.9723400173486256,4.528403010074571e-06,1.9879107726192993
0.3471651077270508,1.7554986,-0.001582882,2.9791436,1.9719591642304755,9.331502065404992e-06,1.9901506241699622
