Timestamp,drone_x,drone_y,drone_z,payload_x,payload_y,payload_z,round_bar_x,round_bar_y,round_bar_z,Normalized Timestamp
1716397863989612049,844.1926116943359,139.53171157836914,2023.3778381347656,923.475606282552,115.94667053222656,1023.8597412109376,-704.5625610351562,52.143592834472656,1575.8857421875,0.0
1716397863989637447,844.2682495117188,139.67051696777344,2024.0689697265625,923.7432657877604,115.87979888916016,1024.806884765625,-704.5625610351562,52.143592834472656,1575.8857421875,2.5398e-05
1716397863989651564,844.2682495117188,139.67051696777344,2024.0689697265625,924.0109252929688,115.81292724609376,1025.7540283203125,-704.5625610351562,52.143592834472656,1575.8857421875,3.9515e-05
1716397863989715826,844.2682495117188,139.67051696777344,2024.0689697265625,924.0109252929688,115.81292724609376,1025.7540283203125,-704.5625610351562,52.143592834472656,1575.8857421875,0.000103777
1716397863989730292,844.2682495117188,139.67051696777344,2024.0689697265625,924.0109252929688,115.81292724609376,1025.7540283203125,-704.5708414713541,52.16003545125326,1575.8902180989585,0.000118243
1716397863989743736,844.4045206705729,139.8095245361328,2025.0,924.0109252929688,115.81292724609376,1025.7540283203125,-704.5791219075521,52.17647806803385,1575.8946940104167,0.000131687
1716397863999613092,844.5407918294271,139.9485321044922,2025.9310302734373,924.273885091146,115.76784006754558,1026.6972249348958,-704.58740234375,52.19292068481445,1575.899169921875,0.010001043
1716397863999640415,844.6770629882812,140.08753967285156,2026.862060546875,924.5368448893228,115.7227528889974,1027.6404215494792,-704.58740234375,52.19292068481445,1575.899169921875,0.010028366
1716397863999647023,844.6770629882812,140.08753967285156,2026.862060546875,924.7998046875,115.67766571044922,1028.5836181640625,-704.58740234375,52.19292068481445,1575.899169921875,0.010034974
1716397863999713611,844.6770629882812,140.08753967285156,2026.862060546875,924.7998046875,115.67766571044922,1028.5836181640625,-704.58740234375,52.19292068481445,1575.899169921875,0.010101562
1716397863999720795,844.6770629882812,140.08753967285156,2026.862060546875,924.7998046875,115.67766571044922,1028.5836181640625,-704.5851318359375,52.19563369750976,1575.9005126953125,0.010108746
