Timestamp,drone_x,drone_y,drone_z,payload_x,payload_y,payload_z,round_bar_x,round_bar_y,round_bar_z,Normalized Timestamp
1716393666685304371,1416.617919921875,-61.79673385620117,2011.09326171875,1537.085693359375,-156.70046997070312,1056.9962768554688,0.0,0.0,0.0,0.0
1716393666685331488,1416.617919921875,-61.79673385620117,2011.09326171875,1532.96240234375,-154.16497802734375,1058.072021484375,0.0,0.0,0.0,2.7117e-05
1716393666685411037,1416.617919921875,-61.79673385620117,2011.09326171875,1532.96240234375,-154.16497802734375,1058.072021484375,0.0,0.0,0.0,0.000106666
1716393666685907737,1416.617919921875,-61.79673385620117,2011.09326171875,1532.96240234375,-154.16497802734375,1058.072021484375,0.0,0.0,0.0,0.000603366
1716393666685930848,1416.617919921875,-61.79673385620117,2011.09326171875,1532.96240234375,-154.16497802734375,1058.072021484375,0.0,0.0,0.0,0.000626477
1716393666685944047,1416.3314208984375,-60.37938563028971,2012.3109537760415,1532.96240234375,-154.16497802734375,1058.072021484375,0.0,0.0,0.0,0.000639676
1716393666695668220,1416.044921875,-58.96203740437826,2013.5286458333333,1530.2477213541667,-152.4652862548828,1058.8094889322915,0.0,0.0,0.0,0.010363849
1716393666695685921,1415.7584228515625,-57.5446891784668,2014.746337890625,1527.5330403645833,-150.76559448242188,1059.5469563802085,0.0,0.0,0.0,0.01038155
1716393666695700163,1415.7584228515625,-57.5446891784668,2014.746337890625,1524.818359375,-149.06590270996094,1060.284423828125,0.0,0.0,0.0,0.010395792
1716393666695754051,1415.7584228515625,-57.5446891784668,2014.746337890625,1524.818359375,-149.06590270996094,1060.284423828125,0.0,0.0,0.0,0.01044968
1716393666695766974,1415.7584228515625,-57.5446891784668,2014.746337890625,1524.818359375,-149.06590270996094,1060.284423828125,0.0,0.0,0.0,0.010462603
1716393666695779389,1415.5024007161458,-56.17602030436198,2015.9315185546875,1524.818359375,-149.06590270996094,1060.284423828125,0.0,0.0,0.0,0.010475018
1716393666705700568,1415.2463785807292,-54.80735143025717,2017.11669921875,1521.9608154296875,-147.27255249023438,1060.9935709635415,0.0,0.0,0.0,0.020396197
1716393666705714352,1414.9903564453125,-53.43868255615234,2018.3018798828125,1519.103271484375,-145.4792022705078,1061.7027180989585,0.0,0.0,0.0,0.020409981
1716393666705726498,1414.9903564453125,-53.43868255615234,2018.3018798828125,1516.2457275390625,-143.68585205078125,1062.411865234375,0.0,0.0,0.0,0.020422127
1716393666705775867,1414.9903564453125,-53.43868255615234,2018.3018798828125,1516.2457275390625,-143.68585205078125,1062.411865234375,0.0,0.0,0.0,0.020471496
1716393666705788445,1414.9903564453125,-53.43868255615234,2018.3018798828125,1516.2457275390625,-143.68585205078125,1062.411865234375,0.0,0.0,0.0,0.020484074
1716393666705800123,1414.729736328125,-52.09620666503906,2019.4908040364585,1516.2457275390625,-143.68585205078125,1062.411865234375,0.0,0.0,0.0,0.020495752
1716393666716029576,1414.4691162109375,-50.75373077392578,2020.679728190104,1513.4355061848958,-141.85928853352866,1063.2547200520833,0.0,0.0,0.0,0.030725205
1716393666716064388,1414.20849609375,-49.4112548828125,2021.86865234375,1510.6252848307292,-140.03272501627603,1064.0975748697915,0.0,0.0,0.0,0.030760017
1716393666716079976,1414.20849609375,-49.4112548828125,2021.86865234375,1507.8150634765625,-138.20616149902344,1064.9404296875,0.0,0.0,0.0,0.030775605
1716393666716150565,1414.20849609375,-49.4112548828125,2021.86865234375,1507.8150634765625,-138.20616149902344,1064.9404296875,0.0,0.0,0.0,0.030846194
1716393666716165635,1414.20849609375,-49.4112548828125,2021.86865234375,1507.8150634765625,-138.20616149902344,1064.9404296875,0.0,0.0,0.0,0.030861264
1716393666716179780,1413.9274088541667,-48.10696538289388,2023.0465901692708,1507.8150634765625,-138.20616149902344,1064.9404296875,0.0,0.0,0.0,0.030875409
1716393666730023507,1413.6463216145833,-46.80267588297526,2024.224527994792,1504.9087727864585,-136.26639811197916,1065.634765625,0.0,0.0,0.0,0.044719136
1716393666730041233,1413.365234375,-45.49838638305664,2025.4024658203125,1502.0024820963542,-134.3266347249349,1066.3291015625,0.0,0.0,0.0,0.044736862
1716393666730057293,1413.365234375,-45.49838638305664,2025.4024658203125,1499.09619140625,-132.38687133789062,1067.0234375,0.0,0.0,0.0,0.044752922
1716393666730123096,1413.365234375,-45.49838638305664,2025.4024658203125,1499.09619140625,-132.38687133789062,1067.0234375,0.0,0.0,0.0,0.044818725
1716393666730139298,1413.365234375,-45.49838638305664,2025.4024658203125,1499.09619140625,-132.38687133789062,1067.0234375,0.0,0.0,0.0,0.044834927
1716393666730154710,1413.0123291015625,-43.62408828735352,2027.1611328125,1499.09619140625,-132.38687133789062,1067.0234375,0.0,0.0,0.0,0.044850339
1716393666735531264,1412.659423828125,-41.74979019165039,2028.9197998046875,1494.7048950195312,-129.4828224182129,1068.1734619140625,0.0,0.0,0.0,0.050226893
1716393666735556862,1412.659423828125,-41.74979019165039,2028.9197998046875,1490.3135986328125,-126.57877349853516,1069.323486328125,0.0,0.0,0.0,0.050252491
1716393666735678733,1412.659423828125,-41.74979019165039,2028.9197998046875,1490.3135986328125,-126.57877349853516,1069.323486328125,0.0,0.0,0.0,0.050374362
1716393666735693264,1412.659423828125,-41.74979019165039,2028.9197998046875,1490.3135986328125,-126.57877349853516,1069.323486328125,0.0,0.0,0.0,0.050388893
1716393666735706178,1412.4265543619792,-40.514993031819664,2030.0649820963545,1490.3135986328125,-126.57877349853516,1069.323486328125,0.0,0.0,0.0,0.050401807
1716393666735758545,1412.1936848958333,-39.28019587198893,2031.2101643880208,1487.39599609375,-124.6731440226237,1070.0400797526042,0.0,0.0,0.0,0.050454174
1716393666745428160,1411.9608154296875,-38.0453987121582,2032.3553466796875,1484.4783935546875,-122.76751454671223,1070.7566731770833,0.0,0.0,0.0,0.060123789
1716393666745449177,1411.9608154296875,-38.0453987121582,2032.3553466796875,1481.560791015625,-120.86188507080078,1071.4732666015625,0.0,0.0,0.0,0.060144806
1716393666745507616,1411.9608154296875,-38.0453987121582,2032.3553466796875,1481.560791015625,-120.86188507080078,1071.4732666015625,0.0,0.0,0.0,0.060203245
1716393666745617475,1411.9608154296875,-38.0453987121582,2032.3553466796875,1481.560791015625,-120.86188507080078,1071.4732666015625,0.0,0.0,0.0,0.060313104
1716393666745665199,1411.7482604980469,-37.15882587432861,2033.2220153808596,1481.560791015625,-120.86188507080078,1071.4732666015625,0.0,0.0,0.0,0.060360828
1716393666745733045,1411.5357055664062,-36.27225303649902,2034.0886840820312,1479.292236328125,-119.38533210754396,1072.1039428710938,0.0,0.0,0.0,0.060428674
1716393666756104947,1411.3231506347656,-35.385680198669434,2034.9553527832031,1477.023681640625,-117.90877914428712,1072.734619140625,0.0,0.0,0.0,0.070800576
1716393666756132059,1411.110595703125,-34.499107360839844,2035.822021484375,1474.755126953125,-116.43222618103027,1073.3652954101562,0.0,0.0,0.0,0.070827688
1716393666756138955,1411.110595703125,-34.499107360839844,2035.822021484375,1472.486572265625,-114.95567321777344,1073.9959716796875,0.0,0.0,0.0,0.070834584
1716393666756198250,1411.110595703125,-34.499107360839844,2035.822021484375,1472.486572265625,-114.95567321777344,1073.9959716796875,0.0,0.0,0.0,0.070893879
1716393666756204060,1411.110595703125,-34.499107360839844,2035.822021484375,1472.486572265625,-114.95567321777344,1073.9959716796875,0.0,0.0,0.0,0.070899689
1716393666756209873,1410.7506713867188,-32.72317981719971,2037.5347900390625,1472.486572265625,-114.95567321777344,1073.9959716796875,0.0,0.0,0.0,0.070905502
1716393666765731404,1410.3907470703125,-30.94725227355957,2039.24755859375,1468.0371704101562,-112.0127944946289,1075.1952514648438,0.0,0.0,0.0,0.080427033
1716393666765739852,1410.3907470703125,-30.94725227355957,2039.24755859375,1463.5877685546875,-109.06991577148438,1076.39453125,0.0,0.0,0.0,0.080435481
1716393666765782717,1410.3907470703125,-30.94725227355957,2039.24755859375,1463.5877685546875,-109.06991577148438,1076.39453125,0.0,0.0,0.0,0.080478346
1716393666765788499,1410.3907470703125,-30.94725227355957,2039.24755859375,1463.5877685546875,-109.06991577148438,1076.39453125,0.0,0.0,0.0,0.080484128
1716393666765793420,1410.1385498046875,-29.79114596048991,2040.3677571614585,1463.5877685546875,-109.06991577148438,1076.39453125,0.0,0.0,0.0,0.080489049
1716393666765825800,1409.8863525390625,-28.63503964742025,2041.4879557291667,1460.5676676432292,-107.05603535970052,1077.3072916666667,0.0,0.0,0.0,0.080521429
1716393666775280775,1409.6341552734375,-27.478933334350582,2042.608154296875,1457.5475667317708,-105.04215494791669,1078.2200520833333,0.0,0.0,0.0,0.089976404
1716393666775286610,1409.6341552734375,-27.478933334350582,2042.608154296875,1454.5274658203125,-103.0282745361328,1079.1328125,0.0,0.0,0.0,0.089982239
1716393666775322173,1409.6341552734375,-27.478933334350582,2042.608154296875,1454.5274658203125,-103.0282745361328,1079.1328125,0.0,0.0,0.0,0.090017802
1716393666775852971,1409.6341552734375,-27.478933334350582,2042.608154296875,1454.5274658203125,-103.0282745361328,1079.1328125,0.0,0.0,0.0,0.0905486
1716393666775873166,1409.6341552734375,-27.478933334350582,2042.608154296875,1454.5274658203125,-103.0282745361328,1079.1328125,0.0,0.0,0.0,0.090568795
1716393666775878554,1409.3943684895833,-26.42943255106608,2043.7855224609373,1454.5274658203125,-103.0282745361328,1079.1328125,0.0,0.0,0.0,0.090574183
1716393666785262511,1409.1545817057292,-25.37993176778157,2044.962890625,1451.4511311848958,-100.95361073811848,1079.9132486979167,0.0,0.0,0.0,0.09995814
1716393666785268340,1408.914794921875,-24.33043098449707,2046.1402587890625,1448.3747965494792,-98.87894694010416,1080.6936848958333,0.0,0.0,0.0,0.099963969
1716393666785274152,1408.914794921875,-24.33043098449707,2046.1402587890625,1445.2984619140625,-96.80428314208984,1081.47412109375,0.0,0.0,0.0,0.099969781
1716393666785921715,1408.914794921875,-24.33043098449707,2046.1402587890625,1445.2984619140625,-96.80428314208984,1081.47412109375,0.0,0.0,0.0,0.100617344
1716393666785943710,1408.914794921875,-24.33043098449707,2046.1402587890625,1445.2984619140625,-96.80428314208984,1081.47412109375,0.0,0.0,0.0,0.100639339
1716393666785949569,1408.6844482421875,-23.24630864461263,2047.2596028645837,1445.2984619140625,-96.80428314208984,1081.47412109375,0.0,0.0,0.0,0.100645198
1716393666795341713,1408.4541015625,-22.16218630472819,2048.378946940104,1442.2802734375,-94.65941365559895,1082.4114990234375,0.0,0.0,0.0,0.110037342
1716393666795362998,1408.2237548828125,-21.07806396484375,2049.498291015625,1439.2620849609375,-92.51454416910808,1083.348876953125,0.0,0.0,0.0,0.110058627
1716393666795368845,1408.2237548828125,-21.07806396484375,2049.498291015625,1436.243896484375,-90.3696746826172,1084.2862548828125,0.0,0.0,0.0,0.110064474
1716393666795966239,1408.2237548828125,-21.07806396484375,2049.498291015625,1436.243896484375,-90.3696746826172,1084.2862548828125,0.0,0.0,0.0,0.110661868
1716393666795988157,1408.2237548828125,-21.07806396484375,2049.498291015625,1436.243896484375,-90.3696746826172,1084.2862548828125,0.0,0.0,0.0,0.110683786
1716393666795994256,1408.0096028645833,-20.07892100016276,2050.642333984375,1436.243896484375,-90.3696746826172,1084.2862548828125,0.0,0.0,0.0,0.110689885
1716393666805936258,1407.7954508463542,-19.07977803548177,2051.786376953125,1433.1439615885415,-88.21472930908203,1085.0787353515625,0.0,0.0,0.0,0.120631887
1716393666805958798,1407.581298828125,-18.08063507080078,2052.930419921875,1430.0440266927085,-86.05978393554688,1085.8712158203125,0.0,0.0,0.0,0.120654427
1716393666805965343,1407.581298828125,-18.08063507080078,2052.930419921875,1426.944091796875,-83.90483856201172,1086.6636962890625,0.0,0.0,0.0,0.120660972
1716393666806019295,1407.581298828125,-18.08063507080078,2052.930419921875,1426.944091796875,-83.90483856201172,1086.6636962890625,0.0,0.0,0.0,0.120714924
