Timestamp,drone_x,drone_y,drone_z,payload_x,payload_y,payload_z,round_bar_x,round_bar_y,round_bar_z,Normalized Timestamp
1716394865975130293,931.4192301432292,-60.43383534749349,2027.7586263020837,1008.816935221354,-30.147947311401367,1051.85400390625,-706.2343139648438,51.2205924987793,1576.601318359375,0.0
1716394865975159807,931.3319091796876,-60.54222106933594,2028.8056640625,1009.980428059896,-29.68586540222168,1053.0545654296875,-706.2343139648438,51.2205924987793,1576.601318359375,2.9514e-05
1716394865975174215,931.3319091796876,-60.54222106933594,2028.8056640625,1011.1439208984376,-29.223783493041992,1054.255126953125,-706.2343139648438,51.2205924987793,1576.601318359375,4.3922e-05
1716394865975256573,931.3319091796876,-60.54222106933594,2028.8056640625,1011.1439208984376,-29.223783493041992,1054.255126953125,-706.2343139648438,51.2205924987793,1576.601318359375,0.00012628
1716394865975339432,931.3319091796876,-60.54222106933594,2028.8056640625,1011.1439208984376,-29.223783493041992,1054.255126953125,-706.2295939127604,51.21604665120443,1576.6007080078125,0.000209139
1716394865975347703,931.2574462890624,-60.57656733194987,2029.8662923177085,1011.1439208984376,-29.223783493041992,1054.255126953125,-706.2248738606771,51.21150080362956,1576.60009765625,0.00021741
1716394865984452825,931.1829833984376,-60.610913594563804,2030.9269205729167,1012.2953287760416,-28.828957239786785,1055.4581705729167,-706.2201538085938,51.20695495605469,1576.5994873046875,0.009322532
1716394865984483002,931.1085205078124,-60.64525985717773,2031.987548828125,1013.446736653646,-28.43413098653157,1056.6612141927085,-706.2201538085938,51.20695495605469,1576.5994873046875,0.009352709
1716394865984496778,931.1085205078124,-60.64525985717773,2031.987548828125,1014.59814453125,-28.039304733276367,1057.8642578125,-706.2201538085938,51.20695495605469,1576.5994873046875,0.009366485
1716394865984565867,931.1085205078124,-60.64525985717773,2031.987548828125,1014.59814453125,-28.039304733276367,1057.8642578125,-706.2201538085938,51.20695495605469,1576.5994873046875,0.009435574
1716394865984579868,931.1085205078124,-60.64525985717773,2031.987548828125,1014.59814453125,-28.039304733276367,1057.8642578125,-706.2050984700521,51.19406509399414,1576.6123046875,0.009449575
1716394865984592635,931.046875,-60.71070353190104,2033.02783203125,1014.59814453125,-28.039304733276367,1057.8642578125,-706.1900431315104,51.1811752319336,1576.6251220703125,0.009462342
1716394865995312294,930.9852294921876,-60.77614720662435,2034.068115234375,1015.6422729492188,-27.56589762369792,1059.0291341145833,-706.1749877929688,51.16828536987305,1576.637939453125,0.020182001
1716394865995344647,930.923583984375,-60.841590881347656,2035.1083984375,1016.6864013671876,-27.092490514119465,1060.1940104166667,-706.1749877929688,51.16828536987305,1576.637939453125,0.020214354
1716394865995350666,930.923583984375,-60.841590881347656,2035.1083984375,1017.7305297851562,-26.619083404541016,1061.35888671875,-706.1749877929688,51.16828536987305,1576.637939453125,0.020220373
1716394865995617824,930.923583984375,-60.841590881347656,2035.1083984375,1017.7305297851562,-26.619083404541016,1061.35888671875,-706.1749877929688,51.16828536987305,1576.637939453125,0.020487531
1716394865995646903,930.923583984375,-60.841590881347656,2035.1083984375,1017.7305297851562,-26.619083404541016,1061.35888671875,-706.1637166341146,51.15788650512695,1576.6502278645833,0.02051661
1716394865995661186,930.8502197265624,-60.892991383870445,2036.167032877604,1017.7305297851562,-26.619083404541016,1061.35888671875,-706.1524454752604,51.14748764038086,1576.6625162760415,0.020530893
1716394866004555630,930.77685546875,-60.94439188639323,2037.2256673177085,1018.776814778646,-26.188230514526367,1062.572265625,-706.1411743164062,51.137088775634766,1576.6748046875,0.029425337
1716394866004587717,930.7034912109376,-60.995792388916016,2038.2843017578125,1019.8230997721354,-25.75737762451172,1063.78564453125,-706.1411743164062,51.137088775634766,1576.6748046875,0.029457424
1716394866004604544,930.7034912109376,-60.995792388916016,2038.2843017578125,1020.869384765625,-25.32652473449707,1064.9990234375,-706.1411743164062,51.137088775634766,1576.6748046875,0.029474251
1716394866005704983,930.7034912109376,-60.995792388916016,2038.2843017578125,1020.869384765625,-25.32652473449707,1064.9990234375,-706.1411743164062,51.137088775634766,1576.6748046875,0.03057469
1716394866005732772,930.7034912109376,-60.995792388916016,2038.2843017578125,1020.869384765625,-25.32652473449707,1064.9990234375,-706.1448567708334,51.1443723042806,1576.670654296875,0.030602479
1716394866005747620,930.6268717447916,-61.09440994262695,2039.3207600911455,1020.869384765625,-25.32652473449707,1064.9990234375,-706.1485392252604,51.15165583292643,1576.66650390625,0.030617327
1716394866015185236,930.550252278646,-61.19302749633789,2040.3572184244792,1021.8294677734376,-24.860222498575848,1066.2133382161458,-706.1522216796875,51.158939361572266,1576.662353515625,0.040054943
1716394866015214506,930.4736328125,-61.29164505004883,2041.3936767578125,1022.78955078125,-24.39392026265462,1067.4276529947915,-706.1522216796875,51.158939361572266,1576.662353515625,0.040084213
1716394866015231098,930.4736328125,-61.29164505004883,2041.3936767578125,1023.7496337890624,-23.9276180267334,1068.6419677734375,-706.1522216796875,51.158939361572266,1576.662353515625,0.040100805
1716394866015465272,930.4736328125,-61.29164505004883,2041.3936767578125,1023.7496337890624,-23.9276180267334,1068.6419677734375,-706.1522216796875,51.158939361572266,1576.662353515625,0.040334979
1716394866015488360,930.4736328125,-61.29164505004883,2041.3936767578125,1023.7496337890624,-23.9276180267334,1068.6419677734375,-706.1626993815104,51.16558202107748,1576.6529134114585,0.040358067
1716394866015494813,930.4271240234376,-61.34471766153971,2042.4703369140625,1023.7496337890624,-23.9276180267334,1068.6419677734375,-706.1731770833334,51.17222468058268,1576.6434733072915,0.04036452
1716394866026134854,930.380615234375,-61.3977902730306,2043.5469970703125,1024.6556803385415,-23.532848993937176,1069.8404134114585,-706.1836547851562,51.17886734008789,1576.634033203125,0.051004561
