Timestamp,drone_x,drone_y,drone_z,payload_x,payload_y,payload_z,round_bar_x,round_bar_y,round_bar_z,Normalized Timestamp
1716398217587432242,840.2989095052084,71.5735371907552,2050.066691080729,900.1668904622396,70.27502950032552,1030.1976725260415,-703.6016845703125,52.14790344238281,1575.9581298828125,0.0
1716398217587458751,840.2196655273438,71.65585327148438,2051.201904296875,899.0539347330729,70.12188212076823,1031.2867024739585,-703.6016845703125,52.14790344238281,1575.9581298828125,2.6509e-05
1716398217587473208,840.2196655273438,71.65585327148438,2051.201904296875,897.9409790039062,69.96873474121094,1032.375732421875,-703.6016845703125,52.14790344238281,1575.9581298828125,4.0966e-05
1716398217587536330,840.2196655273438,71.65585327148438,2051.201904296875,897.9409790039062,69.96873474121094,1032.375732421875,-703.6016845703125,52.14790344238281,1575.9581298828125,0.000104088
1716398217587551257,840.2196655273438,71.65585327148438,2051.201904296875,897.9409790039062,69.96873474121094,1032.375732421875,-703.5933430989584,52.15591049194336,1575.9608968098958,0.000119015
1716398217587564176,840.0831298828125,71.73382059733073,2052.276123046875,897.9409790039062,69.96873474121094,1032.375732421875,-703.5850016276041,52.16391754150391,1575.9636637369792,0.000131934
1716398217598067269,839.9465942382812,71.81178792317708,2053.350341796875,896.8663736979166,69.91182200113933,1033.3407389322915,-703.57666015625,52.17192459106445,1575.9664306640625,0.010635027
1716398217598083999,839.81005859375,71.88975524902344,2054.424560546875,895.7917683919271,69.8549092610677,1034.3057454427085,-703.57666015625,52.17192459106445,1575.9664306640625,0.010651757
1716398217598099836,839.81005859375,71.88975524902344,2054.424560546875,894.7171630859375,69.7979965209961,1035.270751953125,-703.57666015625,52.17192459106445,1575.9664306640625,0.010667594
1716398217598157112,839.81005859375,71.88975524902344,2054.424560546875,894.7171630859375,69.7979965209961,1035.270751953125,-703.57666015625,52.17192459106445,1575.9664306640625,0.01072487
1716398217598172048,839.81005859375,71.88975524902344,2054.424560546875,894.7171630859375,69.7979965209961,1035.270751953125,-703.5704142252604,52.18144607543945,1575.9698079427085,0.010739806
1716398217598185938,839.6982421875,71.97850545247395,2055.5701497395835,894.7171630859375,69.7979965209961,1035.270751953125,-703.5641682942709,52.19096755981445,1575.9731852213542,0.010753696
1716398217608321363,839.58642578125,72.06725565592448,2056.7157389322915,893.6165364583334,69.75955963134766,1036.2882893880208,-703.5579223632812,52.20048904418945,1575.9765625,0.020889121
1716398217608338409,839.474609375,72.156005859375,2057.861328125,892.5159098307291,69.72112274169922,1037.3058268229167,-703.5579223632812,52.20048904418945,1575.9765625,0.020906167
1716398217608353043,839.474609375,72.156005859375,2057.861328125,891.415283203125,69.68268585205078,1038.3233642578125,-703.5579223632812,52.20048904418945,1575.9765625,0.020920801
1716398217608411758,839.474609375,72.156005859375,2057.861328125,891.415283203125,69.68268585205078,1038.3233642578125,-703.5579223632812,52.20048904418945,1575.9765625,0.020979516
1716398217608426526,839.474609375,72.156005859375,2057.861328125,891.415283203125,69.68268585205078,1038.3233642578125,-703.5685831705729,52.19989776611328,1575.9661051432292,0.020994284
1716398217608439846,839.3207194010416,72.19728597005208,2058.959716796875,891.415283203125,69.68268585205078,1038.3233642578125,-703.5792439778646,52.19930648803711,1575.9556477864585,0.021007604
1716398217617939084,839.1668294270834,72.23856608072917,2060.05810546875,890.2343139648438,69.61980438232422,1039.3465576171875,-703.5899047851562,52.19871520996094,1575.9451904296875,0.030506842
1716398217617954513,839.012939453125,72.27984619140625,2061.156494140625,889.0533447265625,69.55692291259766,1040.3697509765625,-703.5899047851562,52.19871520996094,1575.9451904296875,0.030522271
1716398217617968423,839.012939453125,72.27984619140625,2061.156494140625,887.8723754882812,69.4940414428711,1041.3929443359375,-703.5899047851562,52.19871520996094,1575.9451904296875,0.030536181
1716398217618021322,839.012939453125,72.27984619140625,2061.156494140625,887.8723754882812,69.4940414428711,1041.3929443359375,-703.5899047851562,52.19871520996094,1575.9451904296875,0.03058908
1716398217618035142,839.012939453125,72.27984619140625,2061.156494140625,887.8723754882812,69.4940414428711,1041.3929443359375,-703.6066080729166,52.19767761230469,1575.9368082682292,0.0306029
