drone_x,drone_y,drone_z
97.7329584757487,-0.8840128183364868,1829.8270263671875
97.8179168701172,-0.882758617401123,1829.9544677734373
97.8179168701172,-0.882758617401123,1829.9544677734373
97.8179168701172,-0.882758617401123,1829.9544677734373
97.8179168701172,-0.882758617401123,1829.9544677734373
97.87045669555664,-0.8593631386756897,1830.1358642578125
97.9229965209961,-0.8359676599502563,1830.3172607421875
97.9229965209961,-0.8359676599502563,1830.3172607421875
97.9229965209961,-0.8359676599502563,1830.3172607421875
97.96674919128418,-0.8081516772508621,1830.4041137695312
98.01050186157228,-0.7803356945514679,1830.490966796875
98.05425453186037,-0.7525197118520737,1830.5778198242188
98.09800720214844,-0.7247037291526794,1830.6646728515625
98.09800720214844,-0.7247037291526794,1830.6646728515625
98.09800720214844,-0.7247037291526794,1830.6646728515625
98.09800720214844,-0.7247037291526794,1830.6646728515625
98.14298756917316,-0.7007594307263693,1830.775349934896
98.18796793619792,-0.676815132300059,1830.8860270182288
98.23294830322266,-0.6528708338737488,1830.9967041015625
98.23294830322266,-0.6528708338737488,1830.9967041015625
98.23294830322266,-0.6528708338737488,1830.9967041015625
98.273193359375,-0.6419515371322632,1831.0649658203124
98.31343841552734,-0.6310322403907775,1831.1332275390623
98.35368347167967,-0.620112943649292,1831.2014892578125
98.39392852783205,-0.6091936469078064,1831.2697509765624
98.43417358398438,-0.5982743501663208,1831.3380126953125
98.43417358398438,-0.5982743501663208,1831.3380126953125
98.43417358398438,-0.5982743501663208,1831.3380126953125
98.43417358398438,-0.5982743501663208,1831.3380126953125
98.49374135335286,-0.5750917394955953,1831.4471028645837
98.55330912272136,-0.5519091288248698,1831.5561930338545
98.61287689208984,-0.5287265181541443,1831.665283203125
98.61287689208984,-0.5287265181541443,1831.665283203125
98.61287689208984,-0.5287265181541443,1831.665283203125
98.61287689208984,-0.5287265181541443,1831.665283203125
98.69594955444336,-0.471326470375061,1831.8189086914065
98.77902221679688,-0.4139264225959778,1831.9725341796875
98.77902221679688,-0.4139264225959778,1831.9725341796875
98.77902221679688,-0.4139264225959778,1831.9725341796875
98.77902221679688,-0.4139264225959778,1831.9725341796875
98.78707122802734,-0.4117394685745239,1832.0624084472656
98.7951202392578,-0.40955251455307,1832.152282714844
98.80316925048828,-0.4073655605316162,1832.2421569824216
98.81121826171876,-0.4051786065101623,1832.33203125
98.81121826171876,-0.4051786065101623,1832.33203125
98.81121826171876,-0.4051786065101623,1832.33203125
98.81121826171876,-0.4051786065101623,1832.33203125
98.67165756225586,-0.3984384685754776,1832.7164916992188
98.53209686279295,-0.3916983306407928,1833.1009521484373
98.53209686279295,-0.3916983306407928,1833.1009521484373
98.53209686279295,-0.3916983306407928,1833.1009521484373
98.53209686279295,-0.3916983306407928,1833.1009521484373
98.47627639770508,-0.3747548013925552,1833.4711303710935
98.4204559326172,-0.3578112721443176,1833.84130859375
98.3646354675293,-0.34086774289608,1834.2114868164065
98.3088150024414,-0.3239242136478424,1834.5816650390625
98.3088150024414,-0.3239242136478424,1834.5816650390625
98.3088150024414,-0.3239242136478424,1834.5816650390625
98.3088150024414,-0.3239242136478424,1834.5816650390625
98.1236317952474,-0.3434507052103678,1835.3019612630208
97.9384485880534,-0.3629771967728932,1836.0222574869792
97.75326538085938,-0.3825036883354187,1836.7425537109373
97.75326538085938,-0.3825036883354187,1836.7425537109373
97.75326538085938,-0.3825036883354187,1836.7425537109373
97.75326538085938,-0.3825036883354187,1836.7425537109373
