Real_Time_Elapsed,vx,vy,vz
0.4946298599243164,0.0,0.0,-0.046904399749029754
0.49656105041503906,0.0,0.0,-0.09381254022572759
0.49656105041503906,0.0,0.0,-0.09381254022572759
0.4984166622161865,0.0,0.0,-0.1407237724348045
0.4984166622161865,0.0,0.0,-0.1407237724348045
0.4984166622161865,0.0,0.0,-0.1407237724348045
0.5024547576904297,0.0,0.0,-0.18763743720624348
0.5024547576904297,0.0,0.0,-0.18763743720624348
0.5024547576904297,0.0,0.0,-0.18763743720624348
0.5024547576904297,0.0,0.0,-0.18763743720624348
0.5043148994445801,0.0,0.0,-0.23455279633359083
0.5043148994445801,0.0,0.0,-0.23455279633359083
0.5043148994445801,0.0,0.0,-0.23455279633359083
0.5043148994445801,0.0,0.0,-0.23455279633359083
0.5043148994445801,0.0,0.0,-0.23455279633359083
0.5064778327941895,0.0,0.0,-0.2814691296469301
0.5064778327941895,0.0,0.0,-0.2814691296469301
0.5064778327941895,0.0,0.0,-0.2814691296469301
0.5064778327941895,0.0,0.0,-0.2814691296469301
0.5064778327941895,0.0,0.0,-0.2814691296469301
0.5064778327941895,0.0,0.0,-0.2814691296469301
0.5085279941558838,0.0,0.0,-0.3283858119962362
0.5085279941558838,0.0,0.0,-0.3283858119962362
0.5085279941558838,0.0,0.0,-0.3283858119962362
0.5085279941558838,0.0,0.0,-0.3283858119962362
0.5085279941558838,0.0,0.0,-0.3283858119962362
0.5085279941558838,0.0,0.0,-0.3283858119962362
0.5085279941558838,0.0,0.0,-0.3283858119962362
0.5104589462280273,0.0,0.0,-0.3753023576996792
0.5104589462280273,0.0,0.0,-0.3753023576996792
0.5104589462280273,0.0,0.0,-0.3753023576996792
0.5104589462280273,0.0,0.0,-0.3753023576996792
0.5104589462280273,0.0,0.0,-0.3753023576996792
0.5104589462280273,0.0,0.0,-0.3753023576996792
0.5104589462280273,0.0,0.0,-0.3753023576996792
0.5104589462280273,0.0,0.0,-0.3753023576996792
0.5124118328094482,0.0,0.0,-0.42221843612390775
0.5124118328094482,0.0,0.0,-0.42221843612390775
0.5124118328094482,0.0,0.0,-0.42221843612390775
0.5124118328094482,0.0,0.0,-0.42221843612390775
0.5124118328094482,0.0,0.0,-0.42221843612390775
0.5124118328094482,0.0,0.0,-0.42221843612390775
0.5124118328094482,0.0,0.0,-0.42221843612390775
0.5124118328094482,0.0,0.0,-0.42221843612390775
0.5124118328094482,0.0,0.0,-0.42221843612390775
0.5143764019012451,0.0,0.0,-0.4691338649476217
0.5143764019012451,0.0,0.0,-0.4691338649476217
