Episode,Timestep,Drone_X,Drone_Y,Drone_Z,Payload_X,Payload_Y,Payload_Z
1,68,0.9632502,0.00028327608,3.7390714,1.088037443417608,-2.4037123819659868e-08,2.71076967707046
1,69,0.9528249,0.00029978354,3.727972,1.0880503687515175,-6.026268967543028e-10,2.7015239657805106
1,70,0.9419773,0.00031664752,3.7168596,1.0879749988173812,1.2542719237836264e-07,2.6924038533169994
1,71,0.930715,0.0003338603,3.7057378,1.0877607838216217,1.9438145317781143e-07,2.683441907934942
1,72,0.91904604,0.0003514149,3.694611,1.0874900107997105,7.55795563098216e-08,2.674654838781557
1,73,0.9069791,0.00036930508,3.6834843,1.0871407739482437,-4.3270768103341155e-07,2.6660522942707923
1,74,0.89452326,0.0003875257,3.6723633,1.0866982445688498,-1.1944820384489842e-06,2.6576231770893886
1,75,0.88168854,0.0004060727,3.6612542,1.0861749428936744,-2.2109562423119372e-06,2.6494142893539667
1,76,0.86848515,0.000424943,3.650163,1.0856053844468634,-3.4156617642609937e-06,2.6414631549861642
1,77,0.8549241,0.0004441347,3.639096,1.0850258073953618,-4.729352556391519e-06,2.6338312290917734
1,78,0.84101695,0.0004636469,3.6280591,1.0844222576287286,-6.026404326211703e-06,2.6265109579050723
1,79,0.8267763,0.00048347752,3.6170566,1.0839685661073675,-7.41108031620218e-06,2.6195721329549353
1,80,0.81221485,0.00050362304,3.6060936,1.0844511249675566,-1.2783230199626657e-05,2.6127324027663636
1,81,0.79734534,0.0005240965,3.595175,1.085796169986803,-2.4926106378257164e-05,2.6059732601800953
1,82,0.7821806,0.0005449083,3.584306,1.0878208519903725,-4.025195874232664e-05,2.599421984579126
1,83,0.7667338,0.00056606234,3.5734918,1.0903518341632366,-5.54377805390563e-05,2.59312229177758
1,84,0.75101805,0.0005875681,3.562737,1.093296730298132,-7.066516789024403e-05,2.587106598563276
1,85,0.7350466,0.00060943846,3.5520465,1.0965892825378234,-8.493710362207429e-05,2.581428892868097
1,86,0.71883285,0.0006316868,3.5414245,1.100148674292338,-9.83904848985127e-05,2.576127586725751
1,87,0.70238996,0.0006543311,3.5308752,1.1038956848533559,-0.00011128217833718326,2.5712718546310196
1,88,0.6857314,0.0006773921,3.5204017,1.1077723373969626,-0.0001243739749671953,2.5669189545318716
1,89,0.6688692,0.00070089544,3.5100121,1.1117182642714527,-0.00013798617992236514,2.563135843215677
1,90,0.65181124,0.00072488096,3.4997313,1.1156566839650544,-0.00015162243245530946,2.5600115642297423
1,91,0.6345664,0.0007493893,3.4895859,1.119501946701141,-0.00016568502588875972,2.5576014848200144
1,92,0.61714613,0.00077445764,3.4796004,1.1231678833421894,-0.0001805179911743607,2.5559766139571574
1,93,0.5995636,0.00080012303,3.469797,1.1265504506713293,-0.00019586365442224662,2.5552597899890537
1,94,0.5818335,0.00082641956,3.4601939,1.1295245717955895,-0.00021189436327749783,2.555550023882303
1,95,0.56397223,0.0008533783,3.4508083,1.13194369696228,-0.0002261708195113444,2.5569145558433553
1,96,0.54599744,0.0008810294,3.441653,1.1336207309662247,-0.00023587470732887485,2.5594468410111086
1,97,0.52792746,0.00090940006,3.4327397,1.1343517538188974,-0.00023938312741956735,2.5631886284826804
1,98,0.50978154,0.0009385155,3.4240782,1.1339191543299945,-0.0002363181687239785,2.5682078481608848
1,99,0.49157935,0.0009684006,3.415677,1.1321261410213987,-0.0002257189541179137,2.5744339374029597
1,100,0.4733412,0.0009990768,3.4075427,1.128742533772392,-0.0002050138849033699,2.581788711971787
1,101,0.4550875,0.0010305637,3.3996794,1.123562379400868,-0.0001692945634064415,2.590114554125801
1,102,0.436839,0.0010628806,3.392091,1.1164460718121907,-0.00011746007962575284,2.599204029477133
1,103,0.41861644,0.0010960418,3.384779,1.1074164964837139,-5.814313785415729e-05,2.6087984669610855
1,104,0.4004405,0.0011300617,3.377744,1.096339934360601,7.190493977495922e-06,2.6187054960866876
1,105,0.3823318,0.0011649531,3.3709857,1.0833405829022495,0.00011764615333887584,2.6282890155900906
1,106,0.36431068,0.001200725,3.3645022,1.0687750794754733,0.00023135163799191895,2.6375896885229873
1,107,0.34639725,0.0012373872,3.358291,1.0527679418790623,0.00031771548638163277,2.6462087216714196
1,108,0.3286115,0.0012749479,3.35235,1.0355854975849939,0.00039577563147885506,2.6539064717150214
1,109,0.31097293,0.0013134114,3.3466768,1.0174208812957342,0.00047568146212700554,2.660902586481054
1,110,0.29350048,0.0013527811,3.3412676,0.9983852949592708,0.0005551835071889498,2.6672101808111894
1,111,0.27621236,0.0013930576,3.3361175,0.9785742652234926,0.0006350517704814117,2.672850060316434
1,112,0.25912625,0.0014342372,3.3312209,0.95807525157542,0.0007135428924194316,2.677812977200629
1,113,0.24225903,0.0014763149,3.3265717,0.936989418490805,0.0007921697923882288,2.682079608586641
1,114,0.22562674,0.0015192835,3.3221629,0.9153635144826541,0.0008708274318551752,2.6856585016509054
1,115,0.20924427,0.0015631329,3.317985,0.8932502980254408,0.0009498149352090063,2.6885338962733027
1,116,0.19312562,0.0016078486,3.314029,0.8707091984075813,0.0010289674830826186,2.6907002699022566
1,117,0.177284,0.0016534143,3.3102853,0.8477628829758137,0.0011074655305037245,2.692142536076249
1,118,0.16173176,0.0016998131,3.3067439,0.8244553076150056,0.0011836877917797836,2.6928221271666493
1,119,0.14648043,0.0017470263,3.3033955,0.8008372160965396,0.0012547055571477603,2.6926553373593167
1,120,0.13154066,0.0017950345,3.3002303,0.7768863921981177,0.0013215670596402552,2.691672941170196
1,121,0.11692227,0.0018438159,3.2972383,0.7525998498545187,0.0013861506684265882,2.689890627657781
1,122,0.10263417,0.001893348,3.2944107,0.7279887598833822,0.0014531806305004716,2.6873181350079256
1,123,0.0886844,0.0019436068,3.2917378,0.7030402339153894,0.0015213242334177466,2.683962554326797
1,124,0.07508014,0.0019945675,3.28921,0.677772897407393,0.0015911505224755968,2.679844574862209
1,125,0.061827704,0.002046204,3.286819,0.6521716277127458,0.0016650853375490254,2.674989960262789
1,126,0.048932586,0.0020984893,3.2845554,0.6262284802584567,0.001742482888475883,2.6694088223401775
1,127,0.036399387,0.0021513961,3.2824113,0.599957502455929,0.001822252829069298,2.6630873168075286
1,128,0.024231782,0.0022048962,3.2803783,0.5733603437817615,0.0019015870075866055,2.6560295432409124
1,129,0.012432615,0.0022589597,3.278448,0.5464368171977212,0.0019791453301549063,2.648258679907068
1,130,0.0010039826,0.002313557,3.2766135,0.5192071953816153,0.002058468630601566,2.6397335594750277
1,131,-0.010052757,0.0023686578,3.2748673,0.49173197838502486,0.0021455930007134075,2.6303332353457822
1,132,-0.02073697,0.002424231,3.2732031,0.46399894847594103,0.0022359797959170175,2.6200704017120664
1,133,-0.03104875,0.002480245,3.271615,0.43599656320869706,0.00232710622639086,2.608934449863903
1,134,-0.04098897,0.002536668,3.2700968,0.41429347796359833,0.002496690003596089,2.5982019585412894
1,135,-0.050559156,0.0025934677,3.2686434,0.39267320885983503,0.002649321265365797,2.585503640708367
1,136,-0.0597608,0.0026506109,3.2672513,0.37175942649172783,0.0028027137331739526,2.570830697921087
1,137,-0.068595834,0.0027080642,3.265918,0.35210441532299797,0.002946803956649799,2.554006764372738
1,138,-0.07706693,0.002765795,3.264642,0.3333426415158403,0.003077816968186615,2.534816454709592
1,139,-0.085177355,0.00282377,3.2634223,0.3152202023833104,0.0031902093543108986,2.513273373939198
1,140,-0.092931055,0.0028819563,3.262258,0.2972311883192289,0.0032841188576560564,2.489590241527973
1,141,-0.10033271,0.0029403213,3.2611496,0.2787509527503672,0.0033635648112442683,2.464225578038327
1,142,-0.107387766,0.0029988328,3.260097,0.2592373300756698,0.0034211871845119817,2.4375770178884397
1,143,-0.11410238,0.0030574598,3.259101,0.23818362936380297,0.0034555301673111494,2.410130411943365
1,144,-0.120483376,0.0031161704,3.2581615,0.2151444872944798,0.0034531982319009617,2.3823432791965535
1,145,-0.12653825,0.0031749334,3.2572803,0.1897868000212687,0.00341716989441858,2.3546867505297966
1,146,-0.13227509,0.0032337182,3.2564583,0.16166974196995895,0.0033326190194142985,2.3274982415703
1,147,-0.13770267,0.003292495,3.2556963,0.1303246543725844,0.0031920106817141013,2.3018244257281744
1,148,-0.14283073,0.003351234,3.2549944,0.09543943423859919,0.002972842954023149,2.278745453615023
1,149,-0.14766955,0.0034099063,3.254352,0.057133189997204285,0.002690485728083637,2.2600042446365336
1,150,-0.15222982,0.0034684837,3.2537694,0.016399649296053195,0.0023799871189982553,2.247767786939419
1,151,-0.15652238,0.0035269377,3.2532463,-0.024419658611829133,0.002101898632576085,2.2440882901703363
1,152,-0.16055876,0.0035852403,3.2527814,-0.06253710569817296,0.001935300401020896,2.248001009558613
1,153,-0.164351,0.0036433626,3.2523735,-0.09674164756088494,0.0018851930472764383,2.2576559513450025
1,154,-0.16791144,0.0037012787,3.2520194,-0.12667102419186993,0.001928528356988064,2.2720461530118192
1,155,-0.1712523,0.0037589644,3.251717,-0.15331477929946957,0.002024060184694774,2.2894365760842534
1,156,-0.17438574,0.003816388,3.2514644,-0.17732634368308692,0.0021445787885276484,2.3083695873645733
1,157,-0.17732382,0.0038735224,3.25126,-0.19853667299458988,0.0022786773299624517,2.328300656760077
1,158,-0.18007855,0.003930339,3.251102,-0.2175875448359075,0.0024109552616534396,2.347782688691606
1,159,-0.18266186,0.003986812,3.2509887,-0.23535944858715888,0.0025260697223644865,2.366341326158867
1,160,-0.18508552,0.004042913,3.2509193,-0.2519820443758399,0.002637053681845211,2.384044216481855
1,161,-0.18736115,0.004098617,3.2508924,-0.26767872690449945,0.0027454400095515874,2.4008501342076913
1,162,-0.18950015,0.0041538975,3.2509065,-0.28264110052583863,0.00284651585424652,2.4168343416675317
1,163,-0.19151378,0.0042087287,3.2509606,-0.29688103339480504,0.0029339418316513357,2.4320921160882194
1,164,-0.1934131,0.004263084,3.2510533,-0.3102571376576787,0.0030094141653594316,2.446874133674804
1,165,-0.19520894,0.004316939,3.2511835,-0.3226081628229603,0.003082119018344336,2.4612352569153133
1,166,-0.19691193,0.004370268,3.2513502,-0.33391866656679253,0.003145658352938698,2.474859594260224
1,167,-0.19853249,0.0044230465,3.2515516,-0.3441506151922623,0.0031994655890535046,2.4876443371521866
1,168,-0.20008077,0.004475249,3.251787,-0.35323798139092943,0.003243616511832806,2.4996139954619805
1,169,-0.20156668,0.0045268517,3.2520545,-0.3611605213188347,0.0032849858853408785,2.511091079940855
1,170,-0.20299985,0.0045778323,3.252353,-0.3680249626789488,0.003323041864845723,2.522008843428282
1,171,-0.20438954,0.004628169,3.2526805,-0.3739076674798195,0.00335783937931338,2.5322761582977877
1,172,-0.20574477,0.00467784,3.2530353,-0.37879739511635335,0.003389703269459081,2.541891064197461
1,173,-0.20707415,0.0047268313,3.2534156,-0.3828269766157388,0.003432292476425222,2.5512235523211464
1,174,-0.20838594,0.0047751246,3.253819,-0.38610146662283257,0.0034865707723857604,2.5604645293979593
1,175,-0.20968804,0.004822704,3.2542434,-0.3886782972224664,0.0035464911079960432,2.569427898501306
1,176,-0.21098797,0.0048695537,3.2546873,-0.39057338685922244,0.0036096548830630757,2.5778908799573244
1,177,-0.21229286,0.004915657,3.2551482,-0.39185807560020497,0.003675713714823005,2.5857300195308826
1,178,-0.21360941,0.004960999,3.2556243,-0.39259845788860387,0.00374550943859298,2.592875927414047
1,179,-0.21494399,0.005005567,3.2561138,-0.39285024130213897,0.0038175269871127903,2.59932389408851
1,180,-0.21630251,0.0050493507,3.2566147,-0.3926124915646706,0.003891298081078988,2.6050385330284698
1,181,-0.21769053,0.0050923415,3.257125,-0.39189882661119774,0.0039665784691665165,2.6099930940944764
1,182,-0.21911316,0.005134531,3.2576432,-0.3907788611360331,0.0040440168837056105,2.614207088224431
1,183,-0.2205751,0.005175911,3.2581673,-0.3892816522186928,0.004126086462378704,2.6176973610906296
1,184,-0.22208066,0.0052164746,3.2586958,-0.38757357757639277,0.004216385099169655,2.620202903388995
1,185,-0.22363374,0.005256218,3.2592273,-0.38569652811879823,0.004311224920574855,2.62165989415161
1,186,-0.22523777,0.0052951355,3.2597601,-0.38360132214239323,0.004410711827185906,2.622371332529337
1,187,-0.22689585,0.0053332252,3.2602925,-0.3814232223637465,0.004511509821416061,2.62218513613188
1,188,-0.22861062,0.0053704865,3.2608237,-0.3792661371549922,0.004610285293574294,2.6208977086977465
1,189,-0.23038425,0.005406919,3.2613513,-0.377100608234854,0.0047103490829629715,2.618635394045064
1,190,-0.23221853,0.005442522,3.2618742,-0.37493143804468115,0.004810841267385465,2.61554275943261
1,191,-0.23411484,0.005477296,3.2623906,-0.37274540261153877,0.004915866829812384,2.6116149586615203
1,192,-0.23607415,0.0055112434,3.2628992,-0.3705487863383282,0.005025389683799225,2.606794300741957
1,193,-0.23809703,0.005544367,3.263399,-0.3684652722127637,0.0051393380468000675,2.60108687359824
1,194,-0.24018365,0.005576669,3.2638886,-0.36627159063776066,0.005250774257827059,2.594539769625276
1,195,-0.24233386,0.0056081526,3.2643669,-0.36387230344807525,0.005362808126837619,2.587144791222261
1,196,-0.24454713,0.0056388224,3.2648337,-0.36125171886137425,0.00547796526086312,2.578880193556835
1,197,-0.24682255,0.0056686844,3.2652874,-0.35840612525677756,0.005595881463716365,2.5697282845209597
1,198,-0.24915887,0.005697744,3.2657275,-0.35528641394495647,0.005712912517741262,2.559679120812699
1,199,-0.25155458,0.005726006,3.2661529,-0.3518050579979358,0.005827790470625131,2.5487283434724164
1,200,-0.2540078,0.005753476,3.266563,-0.34784941515787676,0.00594298395008073,2.536934193291876
1,201,-0.2565165,0.0057801623,3.2669568,-0.34333509070343765,0.00606000500420575,2.5243586875259028
1,202,-0.25907826,0.005806071,3.2673342,-0.338187685900818,0.0061786080956147795,2.5110408456721065
1,203,-0.26169053,0.00583121,3.267695,-0.33236416202801167,0.006297998343317909,2.4970207652574015
1,204,-0.2643505,0.005855586,3.2680385,-0.32581127446731134,0.006416724494015932,2.4823117898961202
1,205,-0.26705503,0.0058792075,3.268365,-0.3184121184631536,0.006534235046809873,2.4669701844611054
1,206,-0.26980084,0.005902081,3.268674,-0.31000053532076294,0.006653330439088153,2.451049848463783
1,207,-0.27258447,0.005924213,3.2689657,-0.30042897078255615,0.006775310010608386,2.4346605857320576
1,208,-0.27540222,0.0059456136,3.2692406,-0.28961098687047343,0.006899665554072818,2.4180020928706853
1,209,-0.27825028,0.0059662876,3.269498,-0.2773894335806042,0.00702863180716988,2.401193128410704
1,210,-0.28112465,0.0059862435,3.2697392,-0.26362388043693824,0.007161775212665263,2.3844521908757623
1,211,-0.28402114,0.00600549,3.2699635,-0.2481621567592711,0.00729990814535186,2.368067468463549
1,212,-0.28693554,0.006024034,3.2701716,-0.2309458057764584,0.00744744852599331,2.3522955773247904
