x,y,z
1.6248056640625,0.0,2.0
1.6534883645285,0.0,2.0552707854434233
1.6808354336434257,0.0,2.108663408706395
1.70687094834781,0.0,2.1602112745117044
1.7316189855821846,0.0,2.209947787582142
1.7551036222870817,0.0,2.257906352640495
1.7773489354030338,0.0,2.3041203744095555
1.7983790018705728,0.0,2.3486232576121115
1.8182178986302304,0.0,2.391448406970952
1.83688970262254,0.0,2.4326292272088677
1.8544184907880328,0.0,2.472199123048647
1.8708283400672414,0.0,2.51019149921308
1.8861433274006973,0.0,2.546639760424956
1.9003875297289337,0.0,2.581577311407064
1.9135850239924823,0.0,2.6150375568821946
1.9257598871318746,0.0,2.6470539015731354
1.9369361960876441,0.0,2.6776597502026767
1.9471380278003223,0.0,2.7068885074936087
1.9563894592104414,0.0,2.7347735781687206
1.9647145672585333,0.0,2.7613483669508003
1.97213742888513,0.0,2.786646278562639
1.9786821210307648,0.0,2.810700717727025
1.984372720635969,0.0,2.8335450891667486
1.989233304641275,0.0,2.8552127976045996
1.9932879499872151,0.0,2.875737247763366
1.9965607336143207,0.0,2.8951518443658375
1.999075732463125,0.0,2.913489992134804
2.00085702347416,0.0,2.9307850957930555
2.001928683587957,0.0,2.947070560063381
2.0023147897450495,0.0,2.9623797896685695
2.002039418885969,0.0,2.9767461893314104
2.001126647951247,0.0,2.9902031637746935
1.999600553881417,0.0,3.0027841177212085
1.9974852136170103,0.0,3.0145224558937445
1.9948047040985595,0.0,3.0254515830150908
1.9915831022665962,0.0,3.035604903808037
1.9878444850616532,0.0,3.045015822995373
1.9836129294242624,0.0,3.0537177452998874
1.978912512294956,0.0,3.06174407544437
1.973767310614266,0.0,3.06912821815161
1.968201401322725,0.0,3.0759035781443975
1.9622388613608648,0.0,3.082103560145521
1.9559037676692177,0.0,3.087761568877771
1.949220197188316,0.0,3.0929110090639362
1.9422122268586919,0.0,3.0975852854268067
1.9349039336208775,0.0,3.1018178026891707
1.9273193944154046,0.0,3.1056419655738186
1.9194826861828056,0.0,3.1090911788035394
1.911417885863613,0.0,3.1121988471011233
1.903149070398359,0.0,3.1149983751893586
1.894700316727575,0.0,3.117523167791036
1.886095701791794,0.0,3.1198066296289437
1.8773593025315478,0.0,3.121882165425872
1.8685151958873687,0.0,3.12378317990461
1.859587458799789,0.0,3.125543077787947
1.8506001682093405,0.0,3.127195263798673
1.8415774010565558,0.0,3.128773142659577
1.8325432342819665,0.0,3.130310119093448
1.8235217448261054,0.0,3.131839597823076
1.8145370096295044,0.0,3.133394983571251
1.8056131056326956,0.0,3.135009681060761
1.7967741097762113,0.0,3.1367170950143968
1.7880440990005837,0.0,3.1385506301549473
1.7794471502463447,0.0,3.140543691205202
1.771006851865174,0.0,3.142728997489306
1.762732736484634,0.0,3.145119550783229
1.7546185103621657,0.0,3.1477061514300786
1.746657035473674,0.0,3.150478415404106
1.7388411737950633,0.0,3.153425958679563
1.7311637873022379,0.0,3.1565383972307006
1.7236177379711024,0.0,3.159805347031771
1.716195887777561,0.0,3.1632164240570253
1.708891098697518,0.0,3.166761244280715
1.701696232706878,0.0,3.1704294236770916
1.6946041517815456,0.0,3.174210578220407
1.6876077178974245,0.0,3.1780943238849124
1.6806997930304197,0.0,3.18207027664486
1.673873239156435,0.0,3.1861280524745
1.6671209182513758,0.0,3.190257267348085
1.6604356922911454,0.0,3.194447537239866
1.6538104232516486,0.0,3.1986884781240956
1.64723797310879,0.0,3.2029697059750237
1.640711203838474,0.0,3.2072808367669032
1.6342229774166044,0.0,3.211611486473984
1.6277661558190861,0.0,3.21595127107052
1.6213336010218236,0.0,3.2202898065307606
1.6149181750007207,0.0,3.2246167088289583
1.6085127397316823,0.0,3.2289215939393645
1.6021101571906127,0.0,3.233194077836231
1.5957032893534162,0.0,3.2374237764938085
1.5892849981959973,0.0,3.241600305886349
1.5828481456942602,0.0,3.2457132819881047
1.5763855938241094,0.0,3.249752320773326
1.5698902045614493,0.0,3.2537070382162647
1.5633548398821842,0.0,3.2575670502911733
1.5567723617622187,0.0,3.2613219729723024
1.5501361170247046,0.0,3.264962127804969
1.5434447898349564,0.0,3.2684856034698417
1.5367003709446878,0.0,3.2718953005377265
1.5299049003804603,0.0,3.275194191286357
1.5230604181688343,0.0,3.278385247993466
1.5161689643363703,0.0,3.2814714429367866
1.5092325789096293,0.0,3.284455748394052
1.5022533019151723,0.0,3.2873411366429957
1.4952331733795592,0.0,3.2901305799613496
1.488174233329351,0.0,3.2928270506268484
1.4810785217911089,0.0,3.2954335209172236
1.4739480787913932,0.0,3.29795296311021
1.4667849443567647,0.0,3.300388349483539
1.459591158513784,0.0,3.302742652314944
1.452368761289012,0.0,3.3050188438821597
1.4451197927090096,0.0,3.307219896462917
