0.000000000000000000e+00,2.007606983184814453e+00
2.083333333333333218e-02,2.014276742935180664e+00
4.166666666666666435e-02,2.026058673858642578e+00
6.250000000000000000e-02,2.043032169342041016e+00
8.333333333333332871e-02,2.065188407897949219e+00
1.041666666666666574e-01,2.092404127120971680e+00
1.250000000000000000e-01,2.124277353286743164e+00
1.458333333333333148e-01,2.160094261169433594e+00
1.666666666666666574e-01,2.198873043060302734e+00
1.875000000000000000e-01,2.239604949951171875e+00
2.083333333333333148e-01,2.281399250030517578e+00
2.291666666666666574e-01,2.323507785797119141e+00
2.500000000000000000e-01,2.365309715270996094e+00
2.708333333333333148e-01,2.406320095062255859e+00
2.916666666666666297e-01,2.446177244186401367e+00
3.125000000000000000e-01,2.484634399414062500e+00
3.333333333333333148e-01,2.521564006805419922e+00
3.541666666666666297e-01,2.556934118270874023e+00
3.750000000000000000e-01,2.590818405151367188e+00
3.958333333333333148e-01,2.623348712921142578e+00
4.166666666666666297e-01,2.654689311981201172e+00
4.375000000000000000e-01,2.684980392456054688e+00
4.583333333333333148e-01,2.714339017868041992e+00
4.791666666666666297e-01,2.742858886718750000e+00
5.000000000000000000e-01,2.770603895187377930e+00
5.208333333333332593e-01,2.797604084014892578e+00
5.416666666666666297e-01,2.823866367340087891e+00
5.625000000000000000e-01,2.849373102188110352e+00
5.833333333333332593e-01,2.874095439910888672e+00
6.041666666666666297e-01,2.898004531860351562e+00
6.250000000000000000e-01,2.921076297760009766e+00
6.458333333333332593e-01,2.943279504776000977e+00
6.666666666666666297e-01,2.964590787887573242e+00
6.875000000000000000e-01,2.985008478164672852e+00
7.083333333333332593e-01,3.004541158676147461e+00
7.291666666666666297e-01,3.023201704025268555e+00
7.500000000000000000e-01,3.041017532348632812e+00
7.708333333333332593e-01,3.058033227920532227e+00
7.916666666666666297e-01,3.074288368225097656e+00
8.125000000000000000e-01,3.089813232421875000e+00
8.333333333333332593e-01,3.104647636413574219e+00
8.541666666666666297e-01,3.118835449218750000e+00
8.750000000000000000e-01,3.132409811019897461e+00
8.958333333333332593e-01,3.145402908325195312e+00
9.166666666666666297e-01,3.157866954803466797e+00
9.375000000000000000e-01,3.169838666915893555e+00
9.583333333333332593e-01,3.181342363357543945e+00
9.791666666666666297e-01,3.192389726638793945e+00
1.000000000000000000e+00,3.203007698059082031e+00
1.020833333333333259e+00,3.213217973709106445e+00
1.041666666666666519e+00,3.223016500473022461e+00
1.062500000000000000e+00,3.232398509979248047e+00
1.083333333333333259e+00,3.241397142410278320e+00
1.104166666666666519e+00,3.250059604644775391e+00
1.125000000000000000e+00,3.258415699005126953e+00
1.145833333333333259e+00,3.266478061676025391e+00
1.166666666666666519e+00,3.274254798889160156e+00
1.187500000000000000e+00,3.281753540039062500e+00
1.208333333333333259e+00,3.288978576660156250e+00
1.229166666666666519e+00,3.295936346054077148e+00
1.250000000000000000e+00,3.302634239196777344e+00
1.270833333333333259e+00,3.309077978134155273e+00
1.291666666666666519e+00,3.315271377563476562e+00
1.312500000000000000e+00,3.321216583251953125e+00
1.333333333333333259e+00,3.326915979385375977e+00
1.354166666666666519e+00,3.332372903823852539e+00
1.375000000000000000e+00,3.337589979171752930e+00
1.395833333333333259e+00,3.342569351196289062e+00
1.416666666666666519e+00,3.347315788269042969e+00
1.437500000000000000e+00,3.351835727691650391e+00
1.458333333333333259e+00,3.356133937835693359e+00
1.479166666666666519e+00,3.360213279724121094e+00
1.500000000000000000e+00,3.364070653915405273e+00
1.520833333333333259e+00,3.367702245712280273e+00
1.541666666666666519e+00,3.371104001998901367e+00
1.562500000000000000e+00,3.374272584915161133e+00
1.583333333333333259e+00,3.377209424972534180e+00
1.604166666666666519e+00,3.379920244216918945e+00
1.625000000000000000e+00,3.382412195205688477e+00
1.645833333333333259e+00,3.384689569473266602e+00
1.666666666666666519e+00,3.386755943298339844e+00
1.687500000000000000e+00,3.388614654541015625e+00
1.708333333333333259e+00,3.390276193618774414e+00
1.729166666666666519e+00,3.391755580902099609e+00
1.750000000000000000e+00,3.393070459365844727e+00
1.770833333333333259e+00,3.394243001937866211e+00
1.791666666666666519e+00,3.395298480987548828e+00
1.812500000000000000e+00,3.396256685256958008e+00
1.833333333333333259e+00,3.397145271301269531e+00
1.854166666666666519e+00,3.397994995117187500e+00
1.875000000000000000e+00,3.398833990097045898e+00
1.895833333333333259e+00,3.399683952331542969e+00
1.916666666666666519e+00,3.400545835494995117e+00
1.937500000000000000e+00,3.401409387588500977e+00
1.958333333333333259e+00,3.402258396148681641e+00
1.979166666666666519e+00,3.403072118759155273e+00
2.000000000000000000e+00,3.403836011886596680e+00
2.020833333333333037e+00,3.404535055160522461e+00
2.041666666666666519e+00,3.405149459838867188e+00
2.062500000000000000e+00,3.405658483505249023e+00
2.083333333333333037e+00,3.406054019927978516e+00
2.104166666666666519e+00,3.406328201293945312e+00
2.125000000000000000e+00,3.406479597091674805e+00
2.145833333333333037e+00,3.406518936157226562e+00
2.166666666666666519e+00,3.406459331512451172e+00
2.187500000000000000e+00,3.406307935714721680e+00
2.208333333333333037e+00,3.406078338623046875e+00
2.229166666666666519e+00,3.405798673629760742e+00
2.250000000000000000e+00,3.405492782592773438e+00
2.270833333333333037e+00,3.405163288116455078e+00
2.291666666666666519e+00,3.404828310012817383e+00
2.312500000000000000e+00,3.404515981674194336e+00
2.333333333333333037e+00,3.404232978820800781e+00
2.354166666666666519e+00,3.403980493545532227e+00
2.375000000000000000e+00,3.403771162033081055e+00
2.395833333333333037e+00,3.403612852096557617e+00
2.416666666666666519e+00,3.403506278991699219e+00
2.437500000000000000e+00,3.403437376022338867e+00
2.458333333333333037e+00,3.403388023376464844e+00
2.479166666666666519e+00,3.403334379196166992e+00
2.500000000000000000e+00,3.403240919113159180e+00
2.520833333333333037e+00,3.403073549270629883e+00
2.541666666666666519e+00,3.402802467346191406e+00
2.562500000000000000e+00,3.402402162551879883e+00
