drone_x,drone_y,drone_z,num_wraps
455.8034504394532,8.83515858078003,4870.396442749024,0.0
338.2011758626302,17.010220760345458,4874.933552124024,0.0
169.4636270345052,29.33682178878784,4876.61535550944,0.0
-72.54849353027343,47.683833354949954,4875.018513061524,0.0
-302.65535083007813,63.67462721888224,4873.379922566732,0.0
-538.9393474121093,78.57864307785034,4872.991901733399,0.0
-788.5026612141927,90.76633889897663,4874.119098999024,1.0
-996.5926880696614,97.78669412358602,4875.495726603191,1.0
-1239.4942587076823,96.82717823410036,4846.256224650066,1.0
-1335.8990438639323,79.82913644536336,4755.475788452149,1.0
-1420.9916545410156,40.159480327606204,4684.891804077149,1.0
-1438.1011109212238,6.846616024017334,4664.371459025066,1.0
-1424.1888794759113,-27.214588886260984,4671.581135131835,1.0
-1394.5418661295573,-48.63857468541464,4699.843220092774,1.0
-1361.7987834472656,-60.63797450637817,4740.641193725586,1.0
-1328.9510865071613,-63.28502599970499,4786.353311238607,1.0
-1298.0048381347656,-58.33476329421997,4828.396931030274,1.0
-1268.1751669108073,-47.74044617589315,4866.512572306316,1.0
-1242.4894572753906,-34.37705302810669,4897.876423217774,1.0
-1218.881425048828,-18.548491245269776,4925.418171264649,1.0
-1202.0594849446613,-4.900262758890788,4944.72570707194,1.0
-1189.9244344889323,8.485855335235597,4961.42394925944,1.0
-1186.510819580078,17.303460353851317,4969.889850952149,1.0
-1188.6291057128906,22.40804027938843,4968.877806681316,1.0
-1194.844559814453,23.951901668548583,4962.362263061524,1.0
-1202.8980673014323,23.32020496749878,4954.577595092774,1.0
-1212.9109253743488,22.262557898203532,4945.757689493816,1.0
-1221.7143107910156,22.019772762298583,4937.004352905274,1.0
-1230.5749064941406,23.49898456954956,4929.200397827149,1.0
-1237.8691366373696,26.63058971786499,4922.32043363444,1.0
-1243.9098674316406,31.058709377288817,4917.082396525066,1.0
-1249.144608642578,36.625326071421306,4915.032754597982,1.0
-1251.471268798828,43.126013988494876,4913.727985717774,1.0
-1255.409012939453,52.19297336959839,4908.554401733399,1.0
-1262.1841187337238,60.620580588022875,4901.026569702149,1.0
-1271.2006796061196,68.2105680249532,4892.714313842774,1.0
-1281.4810751139323,75.6929873568217,4883.136758504232,1.0
-1290.877762939453,81.1032402458191,4873.432087280274,1.0
-1298.945878173828,84.39300465011597,4863.319945353191,1.0
-1307.887284423828,86.06817046229045,4853.047647176107,1.0
-1316.492997314453,87.29487537765503,4842.632770874024,1.0
-1323.5696167805988,89.24573699061077,4833.338744181316,1.0
-1331.5571249186196,92.21949441655475,4818.759317097982,1.0
-1341.518143798828,95.42246937179566,4803.65832425944,1.0
-1353.4632426757812,97.16877102279663,4788.930622436524,1.0
