drone_x,drone_y,drone_z,num_wraps
543.531925374349,19.111516231536868,4870.952513712566,0.0
416.2508483072917,23.586000993092856,4869.822061238607,0.0
258.01063427734374,29.340617412567138,4866.141071655274,0.0
51.140178853352865,37.16878564580282,4859.481810587566,0.0
-182.3106547851562,46.045812839508066,4852.973591186524,0.0
-403.8209900716145,53.759443197886156,4848.373086629232,0.0
-633.5363017578125,60.67943119430542,4845.286457397461,0.0
-879.2479615071614,65.02428364181519,4843.04797269694,1.0
-1109.7366089680988,63.024827871958415,4831.882852254232,1.0
-1276.4603231608073,52.734048758188884,4776.55187894694,1.0
-1342.734208251953,32.82463764572144,4687.372394897461,1.0
-1381.2938701171875,8.605808967590333,4643.426472045899,1.0
-1378.9114136555988,-21.53633316930135,4620.615314819335,1.0
-1363.624589111328,-46.25644755935669,4620.152668334961,1.0
-1341.5533916015625,-69.12345195388794,4630.0626719970705,1.0
-1318.7445028483073,-86.13759685134887,4642.288369832357,1.0
-1295.165116455078,-99.75789205805461,4656.249185262044,1.0
-1269.7470663248696,-110.80185517247517,4671.872354207357,1.0
-1247.295975830078,-117.9766700325012,4685.916096069335,1.0
-1227.328446533203,-122.57951427078247,4698.795734741211,1.0
-1209.9520223795573,-124.8838915087382,4710.425617553711,1.0
-1194.9144145507812,-126.2048652229309,4722.668934204102,1.0
-1184.2221639811196,-126.30792308425903,4733.686441121419,1.0
-1179.175614501953,-125.80410075759889,4745.280516642253,1.0
-1181.6247518717448,-125.53779419835409,4751.867186564128,1.0
-1195.0749064941406,-124.93110728836061,4764.421100952149,1.0
-1219.5231486816406,-124.82386851882934,4772.995075561524,1.0
-1249.8992066243488,-124.69813609695434,4779.038858113607,1.0
-1282.382401611328,-122.71968913650512,4779.317585327149,1.0
-1295.5577678222658,-114.18694072341918,4764.312946655274,1.0
-1304.2067424316406,-104.05384644444783,4749.300088582357,1.0
-1311.3608358561196,-92.3808906135559,4737.922565795899,1.0
-1315.2140666503906,-82.03759074783325,4733.093708374024,1.0
-1315.8641520996093,-72.17232394790649,4731.817982055664,1.0
-1315.1050985514323,-62.87664867019653,4733.529865600586,1.0
-1313.330399658203,-53.30744624710083,4737.701496459961,1.0
-1311.1070516764323,-45.10541606521606,4739.182494181316,1.0
-1309.927079345703,-38.34655833816529,4731.784626342774,1.0
-1311.3920858561196,-32.441141213734944,4723.137450236002,1.0
-1316.5277466634113,-27.38021731948853,4716.089842814127,1.0
-1324.6354533691406,-24.03653026199341,4710.501301147461,1.0
-1335.1703654785156,-21.39503741836548,4703.896564819335,1.0
-1343.0468303222656,-19.38403392410278,4695.656940795899,1.0
-1348.723435546875,-17.87459064102173,4684.227405883788,1.0
-1355.0046346842448,-16.71536835606893,4673.424234090169,1.0
-1362.2538615722656,-15.65082717514038,4660.219440795899,1.0
-1367.3141236165366,-14.194118584950763,4646.912027058919,1.0
-1371.864579345703,-13.614001041412351,4634.884805379232,1.0
-1376.3065552571613,-13.923461681365968,4623.436115600586,1.0
-1380.809403564453,-15.074342494964599,4610.710285522461,1.0
-1384.601884033203,-16.707133060455323,4599.492023803711,1.0
