drone_x,drone_y,drone_z,num_wraps
1061.153731201172,-1.3715080080032351,4913.221393920899,0.0
978.2487222493492,1.1753015858332319,4910.860798217774,0.0
860.1026447753907,4.151848072052002,4908.450641967774,0.0
722.1517170410157,7.081103875478108,4906.417520222982,0.0
549.5995930175782,10.31568836593628,4905.274860717774,0.0
358.8589619140625,13.611751789093018,4905.378620483399,0.0
173.396681640625,16.88203358078003,4906.625934936524,0.0
-57.23572268676758,20.110806697845458,4908.624063191732,1.0
-308.14700935872395,23.481192185719802,4909.998737670899,1.0
-575.8360759277343,26.649056031545,4909.034382202149,1.0
-853.3767049967447,30.25906808598836,4906.103148478191,1.0
-1116.1317505696613,33.569575542449954,4865.109658894857,1.0
-1301.389237548828,33.70703942998251,4764.646361368816,1.0
-1407.5395061035156,33.043067211151126,4643.943073608399,1.0
-1462.6457072753906,32.658084148406985,4570.793903686524,1.0
-1488.850419189453,37.08060510381063,4563.373412150066,1.0
-1483.1249960123696,45.54370553716024,4584.568399129232,1.0
-1461.9103964029948,57.33292698287964,4630.400226928711,1.0
-1432.2473511555988,69.65891956710816,4681.074624715169,1.0
-1390.2385214029948,85.07459441248577,4740.064818400066,1.0
-1347.6037964680988,100.01783426030475,4795.611205118816,1.0
-1301.4514527180988,115.3486015739441,4848.576699910482,1.0
-1252.480546142578,130.80103992843627,4895.826130249024,1.0
-1203.3598796386718,145.62987446212767,4935.80031237793,1.0
-1157.1005005696613,159.173288260142,4966.469196655274,1.0
-1115.3915975748696,171.25853402837117,4988.20617582194,1.0
-1083.054032470703,181.03890919113158,5002.647907592774,1.0
-1061.8500529785156,189.01258777999877,5012.631306030274,1.0
-1051.132645751953,196.1687462272644,5016.912311889649,1.0
-1051.4970256347656,201.67586063766478,5014.96535144043,1.0
-1057.2970744628906,205.40756153488158,5009.761107462566,1.0
-1067.940751220703,207.69602894210814,5001.880085327149,1.0
-1079.6388713378906,207.1708315951029,4995.231078165691,1.0
-1094.3277548014323,203.14574105962117,4988.632363972982,1.0
-1113.374589111328,194.69972156906127,4980.898802775066,1.0
-1134.9694377441406,183.22835722986855,4972.57922269694,1.0
-1155.3897665201823,172.3525841178894,4963.523151733399,1.0
-1175.2709107259113,162.66573007329305,4952.794473347982,1.0
-1193.996415283203,154.44532703781127,4941.269733764649,1.0
-1212.9017701009113,146.7649630648295,4928.514362670899,1.0
-1230.2417359212238,140.66019113286336,4917.163288452149,1.0
-1245.618973876953,135.09296726608275,4909.310383178711,1.0
-1255.6660116373696,130.40620858891805,4903.988483764649,1.0
-1262.9830689290366,126.32488941574097,4895.737018920899,1.0
-1268.701981689453,124.29495930099488,4889.835651733399,1.0
-1273.4823771972656,124.95393299484253,4879.975056030274,1.0
-1278.0955770670573,127.95589120610556,4867.896849650066,1.0
-1283.662186767578,133.77444385910033,4859.789020874024,1.0
-1288.925126220703,142.33039783859252,4854.868122436524,1.0
-1291.9634156087238,150.80630421066283,4850.072549519857,1.0
-1294.2999431152343,161.4257690849304,4838.358478881835,1.0
-1297.0929729003906,171.24537077967324,4825.551065144857,1.0
-1301.1814331868488,182.00232878748574,4814.075886108399,1.0
-1305.9343628743488,192.2725059928894,4804.045368530274,1.0
-1310.5598104654948,200.31565276209514,4795.546100952149,1.0
-1316.4136923014323,207.16326832199093,4786.408161499024,1.0
-1324.8464722493488,211.63158090337117,4777.227497436524,1.0
-1335.3475708821613,213.1240023714701,4766.916869181316,1.0
-1347.4110881347656,212.03199695968627,4754.454059936524,1.0
-1358.3214885253906,207.93899464035033,4740.205646850586,1.0
-1369.163651611328,202.02916391118367,4723.651895222982,1.0
-1379.153153564453,195.60980152511598,4707.966389038086,1.0
-1387.8155477701823,188.8184908968608,4694.046914754232,1.0
-1396.7803915201823,179.86334156417846,4679.185749389649,1.0
-1405.1357381998696,170.6540520133972,4665.013996459961,1.0
-1412.5104533691406,161.03824289067586,4651.703083374024,1.0
-1419.195878173828,151.16497730636596,4638.216755249024,1.0
-1424.492264892578,142.48455738449096,4626.678425170899,1.0
-1429.588456298828,134.43685840988158,4615.022663452149,1.0
-1434.8101766764323,126.31922077560425,4602.720702189127,1.0
-1439.3043579915366,119.37166269048055,4591.136148152669,1.0
-1443.3752808430988,113.33870116297403,4579.512450236002,1.0
-1447.2716838378906,107.78382038497925,4567.403766967774,1.0
-1450.581132080078,103.53708322270711,4555.871011433919,1.0
-1453.6175904134113,99.89277576828003,4544.286498087566,1.0
-1456.6295533040366,97.08001636886597,4531.28332425944,1.0
-1459.4147502441406,95.45223672612508,4518.128823933919,1.0
-1461.8891561686196,94.73837462488811,4505.032917358399,1.0
-1463.9592245279948,95.36981129074097,4493.007323282878,1.0
-1465.9821737467448,96.76542591476439,4480.632608113607,1.0
-1468.0966350097656,99.57420531336467,4466.446491577149,1.0
-1470.0734009602866,103.20109486007692,4452.535724975586,1.0
-1471.8419149576823,107.67431059900919,4437.921141642253,1.0
-1472.9657349446613,112.15333485031127,4424.954385457357,1.0
-1473.9138143717448,118.36488015874228,4400.477619506836,1.0
-1474.5272990722656,123.98664783859253,4376.767414428711,1.0
-1475.067704345703,129.8527061882019,4354.881550170899,1.0
-1475.5189067382812,136.45770191574096,4331.826618530274,1.0
-1475.3539999186196,142.288278494517,4310.457396525066,1.0
-1474.2941447753906,148.94876026535033,4286.194782592774,1.0
-1472.2878378092448,154.73379444503783,4263.094155965169,1.0
-1469.482743408203,159.84315418624877,4240.801716186524,1.0
-1466.2610230305988,164.3956545931498,4220.121011433919,1.0
-1461.993973876953,169.26765369796752,4195.887775756836,1.0
-1457.508378173828,173.1992752494812,4173.233692504883,1.0
