drone_x,drone_y,drone_z,num_wraps
1119.8571817220052,52.17685373051962,4859.38195707194,0.0
1115.5436644694012,57.60599572881063,4859.284870483399,0.0
1111.4218891601563,60.63988041305542,4859.457416870117,0.0
1107.075117919922,60.255502615610766,4860.577757853191,0.0
1099.7894326985677,57.28957549158732,4861.687783894857,0.0
1081.226240966797,52.32760166549683,4862.443561889649,0.0
1050.2819864095052,46.70652444585164,4863.203653035482,0.0
999.7067097167969,40.25342233403524,4864.130085327149,0.0
920.7362710774739,33.085184012095134,4865.591104207357,0.0
828.9484089355469,26.50574103418986,4866.888630249024,0.0
707.9232014160157,19.49233936691284,4868.054564493816,0.0
567.5124551595053,12.619914287567141,4869.869343139649,0.0
407.3777607421875,6.1562033437093096,4871.292438842774,0.0
226.57100313313802,0.3210968317985534,4872.051227905274,0.0
42.550745819091794,-4.878971979777019,4872.936807332357,0.0
-181.13695890299476,-10.746743923187255,4873.435098347982,1.0
-400.43959155273444,-17.25363994216919,4872.398233113607,1.0
-638.1214763183593,-26.080822711944577,4871.165241577149,1.0
-886.6590332845052,-37.55133001581827,4868.691690144857,1.0
-1122.2151245930988,-51.74557058588663,4834.497516967774,1.0
-1284.543290283203,-65.37793040847778,4767.867878295899,1.0
-1374.7767294108073,-77.33032298660278,4699.363972045899,1.0
-1434.3749553222656,-84.7536450284322,4664.783446329753,1.0
-1430.0888631998696,-83.63424246088664,4645.221678751627,1.0
-1411.0002808430988,-75.61416952387492,4658.736367879232,1.0
-1378.5331584472656,-61.934113269805906,4690.786823608399,1.0
-1342.5748576660158,-46.164388996124266,4726.739484741211,1.0
-1301.9516154785156,-25.679764514923097,4767.744098999024,1.0
-1269.8066264648437,-7.25580251789093,4803.402607299805,1.0
-1235.718827392578,13.359824413299561,4839.345417358399,1.0
-1206.863114501953,29.873845333099364,4864.653034545899,1.0
-1181.610428955078,43.889669333140056,4884.275267618816,1.0
-1158.9104370930988,56.588938945770266,4901.506061889649,1.0
-1138.694657470703,67.55742573165894,4916.028034545899,1.0
-1119.8161581217448,75.974189037323,4925.902546264649,1.0
-1103.7509318847656,81.78977894210816,4932.216999389649,1.0
-1091.0122437337238,85.73633757654827,4936.873330769857,1.0
-1083.3373881835937,87.26842998886109,4940.340473510743,1.0
-1071.3828492024738,88.79160491053264,4946.435342488607,1.0
-1066.892899658203,87.94964527511597,4948.404987670899,1.0
-1066.515702392578,85.6788526318868,4948.641397176107,1.0
-1070.2162639160156,81.94924091720581,4948.216266967774,1.0
-1075.1289429524738,77.91372099939983,4946.757689493816,1.0
-1081.324784423828,72.03623635991414,4944.165567097982,1.0
-1087.8022014160156,65.87134479904175,4942.120563842774,1.0
-1095.8189657389323,59.586411073048914,4940.24230863444,1.0
-1108.3911499837238,51.597683503468836,4937.326944051107,1.0
-1122.8071656087238,43.543144776662196,4933.403115926107,1.0
-1141.2828329264323,34.18369984054566,4927.729450561524,1.0
-1161.823807861328,24.172957653045653,4921.242634155274,1.0
-1181.578446533203,13.92453789138794,4914.941852905274,1.0
-1199.130399658203,4.159163135528565,4907.978181030274,1.0
-1213.938553955078,-5.602660900115967,4899.668415405274,1.0
-1223.7119609375002,-12.992815977096557,4892.94484362793,1.0
-1231.5739055175782,-20.167342334747314,4885.735065795899,1.0
-1236.8884644368488,-25.770368025461835,4880.413613972982,1.0
-1239.897538330078,-29.30025506591797,4877.567219116211,1.0
-1241.147538330078,-31.17252421951294,4875.129108764649,1.0
-1241.0854045410156,-31.90136663691203,4872.213662801107,1.0
-1240.474198486328,-30.9998214302063,4866.432819702149,1.0
-1239.3449667154948,-28.98617562230428,4860.316201863607,1.0
-1238.141190673828,-25.70468974685669,4855.452595092774,1.0
-1237.1989604492187,-21.73577571487427,4852.370869018554,1.0
-1236.2615926920573,-16.719161436716718,4846.273802775066,1.0
-1235.7529663899738,-10.581448004404704,4836.623819051107,1.0
-1235.9271607259113,-4.599825626373291,4827.330036499024,1.0
-1236.7790080566406,1.7452418746948242,4818.402220743816,1.0
-1238.3687704264323,8.715694342295329,4808.458535847982,1.0
-1240.5412150878906,15.158365482330323,4799.462279337566,1.0
-1243.3735311686196,21.224122915903727,4786.610309936524,1.0
-1246.7903199055988,27.347918743133548,4771.436319051107,1.0
-1250.8798381347656,32.78563363774618,4754.069945353191,1.0
-1255.7987834472656,38.48479008102417,4726.666462280274,1.0
-1260.5538697102866,42.69397409184774,4697.766234415691,1.0
-1265.858994628906,46.69642662429809,4669.075275756835,1.0
-1271.7128459472656,49.89841134770712,4642.170002319335,1.0
-1277.9826518554687,52.422722095489505,4615.56496081543,1.0
-1284.8013062337238,54.719695323944094,4586.496133504232,1.0
-1291.1191366373696,56.47874887212119,4559.456948933919,1.0
-1297.3514364420573,57.63751402918498,4532.499917683919,1.0
-1303.191483642578,58.27518295669556,4504.521290161133,1.0
-1309.2118693847656,58.70236515426636,4472.862873413086,1.0
-1314.5412150878906,58.511254543304446,4442.154651977539,1.0
-1319.2748169759113,58.19116774622599,4411.034544962566,1.0
-1323.034501220703,57.49656223678589,4379.711953816732,1.0
-1325.6727824707032,56.698802227020266,4350.426618530273,1.0
-1327.4311076660156,55.99541401290894,4320.890705444336,1.0
-1328.4863241373696,55.18679356002807,4292.628417032878,1.0
-1328.825272705078,54.36583637619019,4259.140583374024,1.0
-1328.275712158203,54.015166515350344,4228.912922241211,1.0
-1327.1525025227866,53.80095473353068,4199.285155314128,1.0
-1324.956132080078,53.655319764455164,4165.151406941732,1.0
-1322.200516845703,53.75792240524292,4132.819660522461,1.0
-1318.892167236328,54.021575206756594,4102.376626668294,1.0
-1314.4189311523437,54.3920471611023,4067.190021850586,1.0
-1309.7953247884113,54.81055378341676,4035.5290111083987,1.0
-1304.5243693847656,55.228745057423914,4003.5353994547527,1.0
-1298.0422404785156,55.731204265594485,3968.2323314208984,1.0
-1291.433671142578,56.126179292043055,3937.218626993815,1.0
-1282.651932861328,56.730084016164156,3902.7807200927737,1.0
-1272.7107300618488,56.83734567387899,3872.5249014078777,1.0
-1259.028397705078,56.63598815027873,3840.834349650065,1.0
-1241.5720174967448,56.05507079188029,3811.8649486083987,1.0
-1221.2104045410156,54.723582500457766,3787.883381225586,1.0
-1199.4933635253906,52.72729928716024,3767.096841512044,1.0
-1173.397294189453,50.362054739634196,3743.9574779052737,1.0
-1148.6051799316406,47.894524171193446,3723.401284871419,1.0
-1122.4040080566406,45.115821117401126,3703.10158190918,1.0
-1097.7013713378906,42.19134958012899,3684.9824005940754,1.0
-1070.1612508951823,38.46859287643433,3665.18517972819,1.0
-1044.9037639160156,35.175086254119876,3635.542744018555,1.0
-1034.2428345540366,39.049617046356204,3561.601154663086,1.0
