drone_x,drone_y,drone_z,num_wraps
539.9631184082032,49.72056507492066,4887.736530639649,0.0
443.7893106282552,57.40125456873575,4892.573851603191,0.0
294.1838723958333,70.0425713005066,4894.199258504232,0.0
105.33245231119793,87.6573657137553,4892.667845743816,0.0
-92.9176773885091,107.0613701286316,4890.633828816732,0.0
-330.5319886067708,131.72698902511596,4888.972207722982,0.0
-558.190247680664,154.78722309494017,4888.458454467774,0.0
-783.6113037923177,175.93176706059774,4889.689737019857,1.0
-1006.2472087402343,193.12985157394408,4892.20324613444,1.0
-1205.4540975748696,205.33403451665242,4877.412962931316,1.0
-1320.5223755696613,212.91227141443886,4798.975381551107,1.0
-1390.818925048828,216.91334766769407,4702.493000366211,1.0
-1440.961014892578,211.13160124842327,4684.714680053711,1.0
-1446.8532674967448,198.0261528434753,4681.506265340169,1.0
-1435.8299520670573,186.09507679367061,4692.974893269857,1.0
-1422.0771851399738,174.94393340174355,4715.684487996419,1.0
-1401.314530517578,164.08676075363158,4747.660358764649,1.0
-1379.7394572753906,155.73991830571492,4777.072305379232,1.0
-1356.1340699055988,148.52823312505086,4807.584349650066,1.0
-1329.284775878906,141.9089920463562,4840.43800769043,1.0
-1300.5251018066406,136.8410637321472,4870.319782592774,1.0
-1274.7803752441405,133.90608448410032,4896.094391967774,1.0
-1249.961014892578,131.92587589645387,4919.382526733399,1.0
-1227.2196005045573,130.81949289067586,4939.239704467774,1.0
-1206.9283814290366,130.14642770512899,4957.432575561524,1.0
-1189.1056987304687,130.52049183273314,4973.959186889649,1.0
-1177.9540975748696,131.64891488774617,4983.965290405274,1.0
-1171.693436767578,133.7329348665873,4989.510944702149,1.0
-1170.600175048828,137.33860706710814,4990.671833374024,1.0
-1174.3786174316406,141.43584624354042,4988.149128295899,1.0
-1180.028397705078,146.0726056836446,4982.896035847982,1.0
-1186.192704345703,150.18681771977742,4977.958454467774,1.0
-1191.1640585123696,153.35868254725136,4974.218138712566,1.0
-1194.4674602050782,155.78284840011597,4971.666169311524,1.0
-1196.992020751953,157.0045616569519,4970.024128295899,1.0
-1198.9380249837238,157.8230431022644,4968.891315795899,1.0
-1201.467850830078,158.0465538444519,4966.189899780274,1.0
-1207.3319865722656,157.83396839523314,4961.091266967774,1.0
-1215.681229736328,157.35586475753783,4953.864704467774,1.0
-1225.171219970703,156.67257618331908,4946.699177124024,1.0
-1234.0675822753906,156.34276763025917,4938.791625040691,1.0
-1243.5593628743488,156.11808196131386,4929.407917358399,1.0
-1254.0249390462238,156.21972075525917,4918.316690144857,1.0
